Contact;Kontakt
"Contact successfully added to your address book";"Kontakt erfolgreich zu Ihrem Adressbuch hinzugefügt"
Contest;Wettbewerb
Country;land
Create;Krieren
"Create a new account";"Ein neues Konto erstellen"
"Created at";"Erstellt am"
"Creation date";Erstellungsdatum
Currency;Währung
"Current password";"Aktuelle Kennwort"
"Custom Page";"Benutzerdefinierte Seiten"
Dashboard;Dashboard
"Date of birth";Geburtsdatum
"Date of birth:";Geburtsdatum:
Deactivated;deaktiviert
"Default Languages";Standardsprachen
Delete;löschen
Description;Beschreibung
Description:;Beschreibung:
Details;Informationen
Discount;Rabatt
Domain;"Domain "
Edit;Bearbeiten
"Edit my";"bearbeiten Sie meine"
Editing;Bearbeitung
Email;Email
"Email address";E-Mail-Adresse
Email:;Email:
"End at";Ende
"Error : <br/>";"Fehler: <br/>"
"Errors : <br/>";"Fehler: <br/>"
"Export your customers";"Exportieren Sie Ihre Kunden"
"Extension not allowed, '%s' only";"Erweiterung nicht erlaubt, '%s' nur"
Facebook;Facebook
Features;Eigenschaften
"First name";Vorname
Firstname;Vorname
Firstname:;Vorname:
Folders;Ordner
"Forgot your password ?";"Passwort vergessen?"
"Forgot your password? Don't worry! Simply enter your email address and we'll send you a new one right now.";"Passwort vergessen? Macht nichts! Geben Sie einfach Ihre e-Mail-Adresse und wir schicken Ihnen sofort eine neue."
Form;Form
Gender;Geschlecht
General;Allgemeine
Hello,;Hallo
"Here is your new password:";"Hier ist Ihr neue Kennwort ein:"
Hide...;"Ausblenden ..."
"How do you want to access the backoffice if you remove the only user remaining?";"Wie wollen Sie die Backoffice zugreifen, wenn Sie der einzige Benutzer verbleibenden entfernen?"
ID;ID
Icons;Icons
"If you use this discount now, you'll be no longer able to use it later";"Wenn Sie diesen Rabatt nun verwenden, werden Sie Ihn später nicht mehr verwenden können. "
"Image not high enough, %spx minimum allowed.";"Bild nicht hoch genug, erlaubt % Spx minimale."
"Image not large enough, %spx minimum allowed.";"Bild nicht groß genug, erlaubt % Spx minimale."
"Image not large enough, '%s' allowed.";"Bild nicht groß genug, '%s' darf."
"Image too high, %spx maximum allowed.";"Bild zu hoch, % Spx maximal zulässig."
"Image too large, %spx maximum allowed.";"Bild zu groß ist, % Spx maximal zulässig."
"Image too large, '%s' allowed.";"Bild zu groß, '%s' darf."
Images;Bilder
"In order to fully enjoy our features, we encourage you to use at least:.<br />";"Um unsere Funktionen voll zu genießen, wir empfehlen Ihnen mindestens:. < Br / >"
"In order to publish your application, we need:<br />- ";"Um Ihre Anwendung zu veröffentlichen, brauchen wir: < Br / >-"
"Incorrect filetype.";"Falsche Filetype."
"Info successfully saved";"Info erfolgreich gespeichert"
Information;Informationen
"Infos successfully saved";"Infos erfolgreich gespeichert"
"Insert a <br /><span class=""bold"">cover image</span>";"Legen Sie eine <br /> <span class=""bold""> Cover-Bild </span>"
"Invalid place";"Ungültiger Ort"
Invoices;Rechnungen
"Last Name";Nachname
"Last name:";Nachname
Lastname;Nachname
Lastname:;Nachname:
"Library icons";"Bibliothek Symbole"
Like;Wie
Likes;Mag
Link;Link
Links;Links
"Load More";"Mehr zu laden"
Loading;Ladung
Locate;lokalisieren
Location:;Lage:
"Log in";Anmelden
Log-in;Einloggen
Log-out;"Log out"
"Logged in as";"Eingeloggt als"
"Loyalty Card";"Loyalitäts karte"
"MM,d yy";"MM,d yy"
MM/dd/y;MM/dd/y
"MM/dd/y 'at' hh:mm a";"MM/dd/y 'at' hh:mm a"
"MM/dd/y hh:mm a";"MM/dd/y hh:mm a"
MM/dd/yy;MM/TT/JJ
MM/dd/yyyy;TT/MM/JJJJ
"MMMM dd y";"MMMM, dd y"
"MMMM dd y 'at' hh:mm";"MMMM dd y 'at' hh:mm"
Main;Haupt
"Main category";Hauptkategorie
"Make this image colorizable";"Machen Sie dieses Bild colorizable"
Manage;verwalten
"Manage icons";"symbole verwalten"
Map;Karte
Maps;Karten
"Message from your app %s";"Nachricht von Ihrer Anwendung %s"
Messages;Nachrichten
Miss;Fräulein
Module;Modul
Modules;Module
More;mehr
Mr;Herr
Mrs;Frau
"My account";"Mein Konto"
"My invoices";"Meine Rechnungen"
"My pictures";"Meine Bilder"
Name;Name
Never;nie
New;neu
Newswall;Neuikeitenwand
Next;Nächste
No;Nein
"No address to display on map.";"Keine Adresse auf Karte anzeigen."
"No place to display on map.";"Keinen Ort auf der Karte angezeigt."
"No results";"Keine Ergebnisse"
"No uploaded image";"Kein Bild hochgeladen"
"Nothing to display";"Nichts zum Anzeigen"
Number;Anzahl
OK;Okay
OR;OR
"Ouch, this page doesn't exist";"Autsch, existiert diese Seite nicht"
"Page name:";Seitenname:
Password;Passwort
Password:;Passwort
"Passwords don't match";"Kennwörter stimmen nicht überein"
Payment;Zahlung
Phone;Telefon
Phone:;Telefon:
Photos;Fotos
Picture%s;Bild%s
Plans;Pläne
"Platform Name";Plattformname
Player;Spieler
"Please enter a password";"Bitte geben Sie ein Passwort ein"
"Please enter a valid URL.";"Bitte geben Sie eine gültige URL."
"Please enter a valid credit card number.";"Bitte geben Sie eine gültige Kreditkartennummer."
"Please enter a valid date (ISO).";"Bitte geben Sie ein gültiges Datum (ISO)."
"Please enter a valid date.";"Bitte geben Sie ein gültiges Datum."
"Please enter a valid email address";"Bitte geben Sie eine gültige E-Mail-Adresse ein."
"Please enter a valid email address.";"Bitte geben Sie eine gültige e-Mail-Adresse."
"Please enter a valid number.";"Bitte geben Sie eine gültige Nummer."
"Please enter a valid url";"Bitte geben Sie eine gültige URL ein"
"Please enter a value between {0} and {1} characters long.";"Bitte geben Sie einen Wert zwischen {0} und {1} Zeichen lang."
"Please enter a value between {0} and {1}.";"Bitte geben Sie einen Wert zwischen {0} und {1}."
"Please enter a value greater than or equal to {0}.";"Bitte geben Sie einen Wert größer oder gleich {0}."
"Please enter a value less than or equal to {0}.";"Bitte geben Sie einen Wert kleiner oder gleich {0}."
"Please enter at least {0} characters.";"Bitte geben Sie mindestens {0} Zeichen."
"Please enter no more than {0} characters.";"Bitte geben Sie nicht mehr als {0} Zeichen."
"Please enter only digits.";"Bitte geben Sie nur Ziffern."
"Please enter the password";"Bitte geben Sie das Passwort ein."
"Please enter the same value again.";"Bitte geben Sie den gleichen Wert wieder."
"Please enter your email address";"Bitte geben Sie Ihre E-Mail-Adresse ein."
"Please fill in the following fields:";"Bitte füllen Sie die folgenden Felder aus:"
"Please fix this field.";"Bitte korrigieren Sie in diesem Feld."
"Please log in.";"Bitte einloggen."
"Please show your phone to the store person so that he enters his password";"Bitte geben Sie ein Passwort ein."
"Please, enter a correct email address.";"Bitte geben Sie eine korrekte e-Mail-Adresse."
"Please, enter a password.";"Bitte geben Sie ein Passwort."
"Please, enter a valid date";"Bitte geben Sie ein gültiges Datum ein."
"Please, fill out all fields";"Bitte füllen Sie alle Felder aus"
Podcast;Podcast
"Podcast URL (iTunes format)";"Podcast-URL (iTunes-Format)"
"Podcast type is invalid or can't be found";"Podcast-Typ ist ungültig oder wurde nicht gefunden"
Postcode;Postleitzahl
Postcode:;Postleitzahl:
Push;Push
"Push Notifications";Push-Benachrichtigungen
"RSS Feed";"RSS Feed"
"Recommanded size:";"die von uns empfohlene Größe:"
"Required fields";Pflichtfelder
"Resize your picture";"Ändern Sie die Größe Ihres Bildes"
"Resize your picture:";"Verkleinern Sie Ihr Bild:"
SEND;Senden
Save;sparen
Search;Suche
"Select a country";"Wählen Sie ein Land"
"Select all";"Wählen Sie alle"
Send;senden
"Send your pictures";"Senden Sie Ihre Bilder"
"Set Meal";Menü
Settings;"Einstellungen "
Show...;"Anzeigen ..."
"Siberian, build a mobile app easier";"Siberian, bauen eine mobile Anwendung einfacher "
Size:;Größe:
Street;Straße
Street:;Strasse:
Subscriptions;Abonnements
Subtitle;Untertitel
Support;Unterstützung
"Support Link";"Link Support"
Tax;Steuer
Taxes;Steuern
Text;Text
"The account has been successfully saved";"Das Konto wurde erfolgreich gespeichert"
"The address you're looking for does not exists.";"Die Adresse, die Sie ist nicht suchen vorhanden."
"The email is required";"Die e-Mail ist erforderlich"
"The entered password confirmation does not match the entered password.";"Das eingegebene Passwort Bestätigt nicht das eingegebene Kennwort. "
"The file '%s' does not exist";"Die Datei '%s' ist nicht vorhanden."
"The image '%s' does not exist";"Das Bild '%s' ist nicht vorhanden."
"The image has been successfully deleted";"Das Bild wurde erfolgreich gelöscht"
"The image has been successfully saved";"Das Bild wurde erfolgreich gespeichert"
"The image size '%s' could not be detected.";"Die Bildgröße ""%s"" konnte nicht gefunden werden."
"The old email address does not match the entered email address.";"Die alte E-Mail-Adresse stimmt nicht mit der angegebenen E-Mail-Adresse überein."
"The old password does not match the entered password.";"Das alte Passwort darf nicht dem neu eingegebenen Passwort entsprechen."
"The password is required";"Das Kennwort ist erforderlich"
"The password must be at least 6 characters";"Das Passwort muss mindestens 6 Zeichen lang sein"
"The payment has been cancelled, something wrong happened? Feel free to contact us.";"Abgebrochen die Zahlung wurde, etwas passiert ist? Zögern Sie nicht uns zu kontaktieren."
"This administrator does not exist";"Dieser Administrator ist nicht vorhanden."
"This email address is already used";"Diese e-Mail-Adresse wird bereits verwendet"
"This field is required";"Dieses Feld ist erforderlich"
"This field is required.";"Dieses Feld ist erforderlich."
"This section is unlocked for mobile users only";"Dieser Abschnitt ist nur für mobile Nutzer freigeschaltet."
Timezone;TimeZone
Title;Titel
Title:;Titel:
Total;Gesamt
Type;Typ
"Unable to add the contact to your address book";"Nicht in der Lage, den Kontakt zu Ihrem Adressbuch hinzufügen"
"Unable to calculate the route.";"Nicht in der Lage, die Route zu berechnen."
"Unable to save image";"Nicht in der Lage, Bild speichern"
"Unknown error";"Unbekannter Fehler"
"Unrecognized image format";"Unbekanntes Bildformat"
"Updated at";"Aktualisiert am"
"Use this coupon";"Verwenden Sie diesen coupon"
"Use this discount";"Mit diesem Rabatt"
User;Benutzer
"User successfully saved";"Benutzer erfolgreich gespeichert"
Username;Benutzername
Users;Benutzer
"VAT Number";Umsatzsteuer-Identifikationsnummer
Validate;bestätigen
"Version %s";"Version %s"
Video;Video
Videos;Videos
View;Ansicht
"We are sorry but this address is already used.";"Es tut uns leid, aber diese Adresse wird bereits verwendet."
"We are sorry but this email address already exists.";"Es tut uns leid, aber diese e-Mail-Adresse bereits vorhanden ist."
"We are sorry but this feature is not available yet";"Es tut uns leid, aber dieses Feature ist noch nicht verfügbar"
Website;Webseite
Yes;Ja
"You already have this user in your contact";"Sie haben bereits diesen Benutzer in Ihrem Kontakt"
"You are gone offline";"Sie sind offline gegangen."
"You can upload a pem certificate only.";"Sie können nur ein Pem-Zertifikat hochladen."
"You can upload a zip archive only.";"Sie können ein Zip-Archiv nur hochladen."
"You can upload an icon only (.ico and .png).";"Sie können ein Symbol nur (ICO und PNG) hochladen."
"You can upload an image only (.jpg, .jpeg, .gif and .png).";"Sie können ein Bild nur (.jpg, .jpeg, .gif und .png) hochladen."
"You can't upload more than one file at a time.";"Sie können nicht mehrere Dateien gleichzeitig hochladen."
"You may not delete a library icon";"Sie können kein Bibliothek Symbol löschen"
"You must be logged in to post a comment";"Sie müssen eingeloggt sein um einen Kommentar schreiben"
"You must give the permission to the app to add a contact to your address book";"Sie müssen die Berechtigung zur app, einen Kontakt in Ihrem Adressbuch hinzuzufügen geben."
"You must share your location to access this page.";"Sie müssen Ihren Standort zum Aufrufen dieser Seite teilen."
"Your CNAME is properly set";"Ihre CNAME richtig eingestellt ist"
"Your browser is too old to view the content of our website.<br />";"Ihr Browser ist zu alt, um den Inhalt unserer Website. anzeigen < Br / >"
"Your comment";"Ihr Kommentar"
"Your email address";"Ihre E-Mail Adresse"
"Your email address does not exist";"Ihre E-Mail-Adresse existiert nicht"
"Your name";"Ihr Name"
"Your new password has been sent to the entered email address";"Ihr neues Passwort wurde an die eingegebene E-Mail-Adresse gesendet"
"Your password does not match the entered password.";"Ihr Passwort darf nicht dem eingegebenen Passwort entsprechen."
Youtube;Youtube
"Zip code";Postleitzahl
close;Schließen
day;Tag
days;Tage
en;En-US
hour;Stunde
hours;Stunden
icon;Symbol
loading;Laden
logo;Logo
minute;minute
minutes;Minuten
password;Passwort
picture;Bild
second;Sekunde
seconds;Sekunden
title;Titel
titles;Titel
"to add a subfolder.";"Fügen Sie einen Unterordner."
