"The password and the confirmation does not match.";"Das Kennwort und die Bestätigung stimmt nicht überein."
"The password must be at least 6 characters.";"Das Passwort muss mindestens 6 Zeichen lang sein."
"We are sorry but this email address is already used.";"Es tut uns leid, aber diese e-Mail-Adresse wird bereits verwendet."
Welcome!;"Herzlich Willkommen!"
"You are going to love it! Thanks to our effective features, you will be able to create great mobile apps in your name, within minutes.";"Du wirst es lieben! Dank unserer effektiven Funktionen werden Sie in der Lage, große mobile Anwendungen in Ihrem Namen innerhalb von Minuten zu erstellen."
"You can't delete the main account";"Die Haupt-Account kann nicht gelöscht werden."
"You don't have any users yet";"Sie haben alle Benutzer noch nicht"
"Your account has been successfully saved";"Ihr Konto wurde erfolgreich gespeichert"
"Your credentials";"Ihre Anmeldeinformationen"
"Your email address";"Ihre E-Mail-Adresse"
"Your login:";"Ihr Login:"
"Your password";"Ihr Passwort"
"Your password:";"Ihr Passwort:"
"API Keys";"API-Keys "
"Api Keys";API-Schlüssel
"Api Keys successfully saved";"API-Schlüssel erfolgreich gespeichert"
"Your APIs list";"Ihre Liste APIs"
" ""Remove this page from this folder?""";"Diese Seite aus diesem Ordner entfernen?"
"1. Download the app previewer:";"1. Laden Sie die app-Vorschau:"
"2. Open the app and login";"2. Öffnen Sie die app und Anmeldung"
"<b>File type:</b> %s";"<b>Typ:</b> %s"
"<span>Click on</span><button class=""add"" type=""button""><i class=""icon-plus""></i></button> <span>to add an item.</span>";"<span>Klicken Sie auf</span><button class=""add"" type=""button""> <i class=""icon-plus""></i></button> <span>, ein Element hinzuzufügen.</span>"
Activated;Aktiviert
"Add a new icon";"Fügen Sie ein neues Symbol"
"Add pages";"Seiten hinzufügen"
"Additional options";"Zusätzliche Optionen"
"An error occured while copying your app icon. Please check the icon, try to send it again and try again.";"Fehler beim Kopieren Ihre app-Symbol. Bitte überprüfen Sie das Symbol, senden Sie es erneut, und versuchen Sie es erneut versuchen."
"An error occurred during the generation of your QRCode. Please try again later.";"Bei der Erzeugung des QRCode ist ein Fehler aufgetreten. Bitte versuchen Sie es später noch einmal.                                                           "
"An error occurred while adding the option";"Beim Hinzufügen der Option ist ein Fehler aufgetreten"
"An error occurred while changing your layout.";"Beim wechseln Ihres Layouts ist ein Fehler aufgetreten."
"An error occurred while deleting the option";"Beim Löschen der Option ist ein Fehler aufgetreten"
"An error occurred while deleting your picture";"Beim Löschen Ihres Bildes ist ein Fehler aufgetreten"
"An error occurred while editing file (%s).";"Fehler beim Bearbeiten der Datei (%s)."
"An error occurred while loading";"Fehler beim Laden"
"An error occurred while saving the application. Please try again later.";"Fehler beim Speichern der Anwendung. Bitte versuchen Sie es später erneut."
"An error occurred while saving your colors.";"Beim Speichern der Farben ist ein Fehler aufgetreten."
"An error occurred while saving your page name.";"Beim Speichern des Seitennamens ist ein Fehler aufgetreten."
"An error occurred while saving. The selected icon is not valid.";"Beim Speichern ist ein Fehler aufgetreten. Das gewählte Symbol ist nicht gültig."
"An error occurred while sorting your pages. Please try again later.";"Beim Sortieren Ihrer Seiten ein Fehler aufgetreten. Bitte versuchen Sie es später noch einmal."
Analytics;Analytics
"Android APK Generation";"Android APK-Generation"
"Android Version";"Android-Version "
"App Store Icon";"App Store-Symbol"
"Apple's Information";Apples-Informationen
"Application name";"Name der Anwendung"
"Are you sure you want to remove this application?";"Bist du sicher, dass Sie diese Anwendung entfernen möchten?"
"At least 200 characters in the description";"Mindestens 200 Zeichen in der Beschreibung"
"At least, 4 pages in the application";"Zumindest Seiten 4, in der Anwendung"
"At least, 4 pages in your application";"Zumindest, 4 Seiten in Ihrer Anwendung"
Audio;Audio
"Average by customer";"Durchschnittliche vom Kunden"
Book;Buch
"Bundle Id";"Bündel Id"
Business;Geschäft
"Buy one, get one!";"Zwei zum Preis von einem!"
Catalogs;Kataloge
Certificate;Zertifikat
"Change your";"aktualisieren Sie Ihre"
"Change your template";"Ändern Sie Ihre Vorlage"
"Change your<br /><span>picture</span>";"Änderung Ihrer < Br / > <span>Bild</span>"
"Checking CNAME configuration:";"CNAME-Konfiguration überprüfen:"
"Choose a <br /><span class=""bold"">picture</span>";"Wählen Sie einen <br /> <span class=""bold""> Bild </span>"
"Choose a country";"Wählen Sie ein Land"
"Choose a font family";"Wählen Sie eine Schriftfamilie"
"Choose a template to customize";"Wählen Sie eine Vorlage anpassen"
"Choose an";"Wählen Sie ein"
"Choose your colors";"Wählen Sie Ihre Farben"
"Choose your country";"Wählen Sie Ihr Land"
"Choose your design";"Design auswählen"
"Choose your font style";"Wählen Sie Ihren Schriftstil"
"Choose your homepage image";"Wählen Sie Ihr Bild"
"Choose your icons color";"Wählen Sie Ihre Farbe Icons."
"Choose your layout";"Wählen Sie Ihr Layout"
"Choose your template";"Wählen Sie Ihre Vorlage"
"Click here to download the source code:";"Klicken Sie hier, um den Quellcode herunterladen: "
"Click here to send your certificate";"Klicken Sie hier, um Ihr Zertifikat senden"
Colors;Farben
Comment;Kommentar
"Customize your app's colors";"Passen Sie Farben Ihrer App an"
"Customize your app's style";"Passen Sie den Stil der App an."
"Dashboard icon";Dashboard-Symbol
Deactivated;Deaktiviert
"Delete this page?";"Diese Seite löschen ?"
Design;Design
"Developer Accounts";Entwickler-Accounts
"Device Information";Geräteinformationen
"Discount zone description. Here your clients will be able to see the details of each discount";"Discount Zonen Beschreibung. Hier werden Ihre Kunden die Discount details sehen."
Domain;Domäne
"Domain name";Domain-Name
Download;Herunterladen
"Download our app previewer";"Laden Sie unsere app-Vorschau"
"Drop your certificate here";"Ihr Zertifikat hier ablegen"
"Edit my";"Bearbeiten meiner"
"Edit the application ""%s""";"Bearbeiten Sie die Anwendung ""%s"""
Editor;Editor
Education;Bildung
Entertainment;Unterhaltung
"Extension not allowed, '%s' only";"Erweiterung nicht erlaubt, ""%s"" nur"
Features;Eigenschaften
Finance;Finanzen
"Food & Drink";"Essen & trinken"
"Fred W.";"Fred W."
Games;Spiele
"General Information";"Allgemeine Informationen"
"General information";"Allgemeine Informationen"
"Global visits";"Globale Besuche"
"Google Play Icon";Google-Play-Symbol
"Google's Information";"Googles Informationen"
"Health & Fitness";"Gesundheits- & -Eignung"
"Here is our latest creation. What do you think?";"Hier ist unsere neueste Kreation. Was denken Sie?"
"Homepage preview";"Homepage Vorschau"
"I don't have a Google developer account and I want to create one";"Ich habe ein Google-Entwickler-Konto und ich erstellen möchten"
"I don't have an Apple developer account and I want to create one";"Ich habe einen Apple-Entwickler-Account und ich erstellen möchten"
"I have an Apple developer account";"Ich habe einen Apple Developer account"
"I have an Google developer account";"Ich habe ein Google-Entwickler-Konto"
"I let you publish my application under your Apple developer account";"Ich lasse dich meine Anwendung unter Ihrem Apple-Entwickler-Account veröffentlichen"
"I let you publish my application under your Google developer account";"Ich lasse dich meine Anwendung unter Ihrem Google-Entwickler-Account veröffentlichen"
Icons;Symbole
Id;ID
"If you validate, your app's colors and background image will be replaced";"Wenn Sie bestätigen, werden die Farben Ihrer App und Hintergrundbild ersetzt werden"
Information;Informationen
"Installed application";"Installierte Apps"
"Key Password";"Kennwort für Schlüssel"
Keywords;Schlüsselwörter
"Last name:";Nachname:
"Library icons";Bibliothek-Symbole
Lifestyle;Lebensstil
"List of my applications";"Liste meiner Anwendungen"
"List of your applications";"Liste Ihrer Anwendungen"
Loading;Laden
"Lock the entire application";"Die gesamte Anwendung zu sperren"
"Love it <3";"Ich liebe es <3"
Main;Hauptkategorie
"Manage icons";"Symbole verwalten"
"Manage your app's features";"Features der App verwalten "
"Marc A.";"Marc A."
Media;Medien
Medical;Medizinische
"Missing Information";"Fehlende Informationen"
"Mobile Source Codes";"Mobile Source-Codes"
"Mobile source codes";"Mobile-Source-Codes "
"Mobile website information";"Mobile-Website Informationen"
"More infos";"mehr Infos"
"My QRCode";"Mein QRCode"
"My application in figures";"Meine Anwendungen ein paar Zahlen"
Navigation;Navigation
News;News
"One free coffee";"Ein kostenloser Kaffee"
"Or go on your store<br />and look for ""Apps Company Previewer""";"Oder gehen Sie auf Ihren Shop < Br / > und suchen Sie nach ""Apps-Firma-Vorschau"""
"Page name:";Seitenname:
"Percentage of returning customers";"Prozentualer Anteil der wiederkehrenden Kunden"
"Photo & Video";"Foto- & -Video"
"Please enter a correct URL for the %s store";"Bitte geben Sie eine korrekte URL für den %s-Speicher"
"Please enter a subdomain.";"Bitte geben Sie eine Subdomain ein."
"Please enter a valid URL";"Bitte geben Sie eine gültige URL"
"Please enter a valid address";"Bitte geben Sie eine gültige Adresse ein"
"Please enter a valid mobile website address.";"Bitte geben Sie eine gültige mobil Website-Adresse ein."
"Please log in.";"Bitte melden Sie sich an"
Preview;Vorschau
Productivity;Produktivität
Promote;fördern
"Promote your app!";"Werben Sie für Ihre App!"
Publication;Veröffentlichung
"Publish the application";"Veröffentlichen Sie die Anwendung"
"Publish under our account";"Veröffentlicht unter unserem Konto"
"Publish your app";"Veröffentlichen Sie Ihre App"
"Ready ? Publish my app!";"Sind Sie bereit? Veröffentlichen Sie meine app!"
"Recommanded size:";"Empfohlenen Größe:"
Reference;Referenz
"Remove this page from this folder?";"Entfernen Sie diese Seite, aus diesem Ordner?"
"Scan this QR Code";"Scannen Sie diesen QR-Code"
"Scan this QR Code:";"Scannen Sie diesen QR-Code:"
"Secondary category";"Sekundäre Kategorie"
"Secondary category<br />(Optional)";"Zweitkategorie < Br />(Optional)"
"Send here your iOS certificate to enable the push notifications for this application.";"Senden Sie hier Ihre iOS-Zertifikat um die Push-Benachrichtigungen für diese Anwendung zu ermöglichen."
"Send you .pem certificate";"Senden Sie .pem-Zertifikat"
"Show the applications waiting for publication only.";"Zeigen Sie die Anwendungen, die Veröffentlichung nur warten."
"Social Networking";Social-Networking
Sports;Sport
"Startup image";Startbild
Status;Status
"Store Password";"Kennwort speichern"
"Store URL";Shop-URL
"Stores Info";Shops-Info
"The  homepage image";"Die Bild Homepage"
"The Bundle Id is required";"Das Bündel Id ist erforderlich"
"The QR Code is not available at this moment";"Der QR-Code ist im Moment nicht verfügbar"
"The application has been successfully saved";"Die Anwendung wurde erfolgreich gespeichert"
"The application name";"Der Name der Anwendung"
"The application's name cannot start with a number";"Den Namen der Anwendung darf nicht mit einer Zahl beginnen."
"The description";"Die Beschreibung"
"The description must be at least 200 characters";"Die Beschreibung muss mindestens 200 Zeichen lang sein."
"The desktop icon";"Das Desktop-Symbol"
"The entered bundle id is incorrect, it should be like: com.siberiancms.app";"Com.siberiancms.app: Der eingegebene Bundle-ID nicht korrekt ist, sollte es so sein,"
"The field is required";"Das Feld muss ausgefüllt werden"
"The file has been successfully uploaded";"Die Datei wurde erfolgreich hochgeladen"
"The following information are needed to download the source codes:<br />";"Die folgende Informationen sind erforderlich, um die Quelltexte herunterladen: < Br / >"
"The homepage image";"Das Homepage-Bild"
"The key cannot be empty.";"Der Schlüssel darf nicht leer sein."
"The key is already used by another application.";"Der Schlüssel ist bereits von einer anderen Anwendung verwendet."
"The keywords";"Die Schlüsselwörter"
"The main category";"Die Hauptkategorie"
"The startup image";"Das Startbild"
"This application does not exist";"Diese Anwendung ist nicht vorhanden."
"This application is visible on the front";"Diese Anwendung ist sichtbar auf der Vorderseite"
"This key is already used by system features.";"Dieser Schlüssel wird bereits von Systemfunktionen verwendet."
"This option enables you to set the currency used in your app";"Diese Option ermöglicht Ihnen, die in Ihrer Anwendung verwendete Währung einzustellen."
"This page will be displayed to mobile users to enable them to login and manage their account. It is automatically added when you use features which need user login.";"Diese Seite wird mobilen Nutzern angezeigt um sich anzumelden und Ihr Konto zu verwalten. "
"To be able to download source codes, please provide the following information:<br />";"Um Quellcode herunterladen zu können, geben Sie bitte die folgenden Informationen: <br /> "
Travel;Reisen
URL;URL
"URL Key";URL-Schlüssel
"Use into all of your application's pages";"Verwenden Sie in allen Seiten Ihrer Anwendung"
"Used points";"Gebrauchte Punkte"
"User Information";Benutzerinformationen
Utilities;Dienstprogramme
Version;Version
Weather;Wetter
"You already have sent a certificate.";"Sie haben bereits ein Zertifikat gesendet."
"You can download your QRCode by";"Sie können Ihren QRCode Downloaden bei"
"You can download your QRCode by <a class=""f-bold"" href=""%s"">clicking here</a>";"Sie können Ihre QRCode herunterladen, indem <a class=""f-bold"" href=""%s""> Sie hier klicken</a>"
"You can't use this domain.";"Diese Domäne kann nicht verwendet werden."
"You don't have any applications yet";"Sie noch alle Anwendungen nicht"
"You have already sent a certificate";"Sie haben bereits ein Zertifikat gesendet."
"You have sent a certificate.";"Sie haben ein Zertifikat gesendet."
"You have to create a Google account before publishing your application. <a href=""https://play.google.com/apps/publish/signup"" target=""_blank"">Click here to create one.</a>";"Du musst ein Google-Konto zu erstellen, bevor Sie veröffentlichen Ihre Anwendung. <a href=""https://play.google.com/apps/publish/signup"" target=""_blank""> Klicken Sie hier, um eine zu erstellen.</a>"
"You have to create an Apple account before publishing your application. <a href=""https://developer.apple.com/register/index.action"" target=""_blank"">Click here to create one.</a>";"Du musst einen Apple-Account vor dem Veröffentlichen der Anwendung erstellen. <a href=""https://developer.apple.com/register/index.action"" target=""_blank""> Klicken Sie hier, um eine zu erstellen.</a>"
"You haven't chosen any template yet";"Sie haben noch keine Vorlage gewählt"
"You may not delete a library icon";"Sie können kein Bibliothekssymbol löschen."
"You must have published your application to access this feature";"Sie müssen Ihre Anwendung vorher veröffentlichen, um diese Funktion zu nutzen"
"Your CNAME is properly set";"Ihre CNAME ist korrekt eingestellt."
"Your application in few numbers";"Ihre Anwendung in ein paar Zahlen"
"Your best customers";"Ihre besten Kunden"
"Your customers in figures";"Ihre Kunden in Zahlen"
"Your domain key ""%s"" is not valid.";"Ihre Domain-Schlüssel ""%s"" ist nicht gültig."
"Your mobile address should not contain special characters";"Ihre Mobil Adresse sollte keine Sonderzeichen enthalten."
"Your pages";"Ihre Seiten"
"clicking here";"Klicken Sie hier"
"iOS Certificate";"iOS Zertifikat"
"iPad Retina:";"iPad Retina:"
"iPhone 5 / 5S:";"iPhone 5 / 5 s:"
"iPhone 6 Plus:";"iPhone 6 Plus:"
"iPhone 6:";"iPhone 6:"
"iPhone Version";"iPhone Version "
icon;Symbol
logo;Logo
times;Zeiten
"to add a subfolder.";"Einen Unterordner hinzuzufügen."
"%d Unread Message";"%d ungelesene Nachricht"
"%d Unread Messages";"%d ungelesene Nachrichten"
"Account";"Konto"
"Change the password";"Ändern des Kennworts"
"Click to mark as not read";"Hier klicken, um als nicht gelesen markiert"
"Click to mark as read";"Klicken Sie auf als gelesen markieren"
"Create a user";"Erstellen Sie einen Benutzer"
"Edit the account ""%s""";"Bearbeiten Sie das Konto ""%s"""
"Edit the user";"Den Benutzer bearbeiten"
"Enter your credentials:";"Geben Sie Ihre Anmeldeinformationen:"
"List of backoffice accounts";"Liste der Backoffice-Konten"
"List of the messages";"Liste der Nachrichten"
"Login to your backoffice interface";"Anmelden, um Ihre Backoffice-Schnittstelle"
"People who are allowed to access the backoffice";"Menschen, die das Backoffice zugreifen dürfen"
"Siberian CMS";"Siberian CMS"
"This account can't be deleted, it's the only one";"Dieses Konto kann nicht gelöscht werden, es ist die einzige"
"User successfully deleted";"Benutzer erfolgreich gelöscht"
"View Details";"Details anzeigen"
"Your new password";"Ihr neues Passwort"
"Your password";"Ihr Passwort"
"An error occurred while sending your message. We apologize and ask you to try later.";"Während der Übertragung Ihrer Nachricht ist ein Fehler aufgetreten. Wir entschuldigen uns und bitten Sie, es später nochmals zu versuchen."
"Booking details";Buchungsdetails
"Booking details:";"Einzelheiten zur Buchung:"
"Booking subject:";"Buchung betrifft:"
Comment:;Kommentar:
"Date and time";"Datum und Uhrzeit"
"Date and time:";"Datum und Zeit:"
"Email address:";E-Mail-Adresse:
"Enter the location name and contact email:";"Geben Sie den Namen Ihrer Stadt ein und Ihre E-Mail Adresse."
"First name / Last name";"Vorname / Nachname"
"Here are his personal information:";"Hier sind seine persönlichen Informationen:"
Location:;Ort:
"MM dd yy";"MM dd yy"
Mddyy;Mddyy
"Message from your app %s";"Nachricht von Ihrer App %s"
Name:;Name:
"Nom du lieu :";"Nom du Lieu:"
"People number:";"Personen Anzahl:"
"Phone number:";Telefonnummer:
"Please fill out the following fields: ";"Bitte füllen Sie folgende Felder aus:"
"Please fill out the following fields:<br />";"Bitte füllen Sie die folgenden Felder: <br />"
"Please, choose a store";"Bitte wählen Sie einen Shop"
SEND;Senden
"Thank you for your request. We'll answer you as soon as possible.";"Vielen Dank für Ihre Anfrage. Wir werden Sie so bald wie möglich beantworten."
"The booking information";"Die Buchungsinformationen"
"The booking informations";"Die Buchungsinformationen"
"The date and time of the booking";"Das Datum und die Zeit der Buchung"
"The number of people";"Die Personenanzahl"
"You have received a message for the booking of";"Sie haben eine Nachricht für die Buchung erhalten."
"Your chosen location";"Ihren gewählten Standort"
"Your name";"Ihr Name"
"Your phone number or email address";"Ihre Telefonnummer oder E-Mail-Adresse"
"hh:ii A";"hh:ii A"
hhiiA;hhiiA
"%s - All";"%s - alle"
"<span id=""price_from_%s"">From:<br /></span><span id=""current_price_%s"">%s</span>";"<span id=""price_from_%s"">From:<br /></span><span id=""current_price_%s"">%s</span>"
"Add a";hinzufügen
"Add a category";"Fügen Sie eine Kategorie hinzu"
"Add a format";"Wählen Sie ein Format"
"Add to cart";"Zum Warenkorb hinzufügen."
All;alle
"An error occurred while loading your product.";"Beim Laden Ihres Produktes ist ein Fehler aufgetreten."
"An error occurred while saving the category. Please try again later.";"Beim Speichern der Kategorie ist ein Fehler aufgetreten. Bitte versuchen Sie es später noch einmal."
"An error occurred while saving the product. Please try again later.";"Beim Speichern des Produkts ist ein Fehler aufgetreten. Bitte versuchen Sie es später noch einmal."
"An error occurred while saving the set meal. Please try again later.";"Beim Speichern des Menüs ist ein Fehler aufgetreten. Bitte versuchen Sie es später noch einmal."
"An error occurred while saving. One of your categories could not be identified.";"Beim Speichern ist ein Fehler aufgetreten. Eine Ihrer Kategorien konnte nicht identifiziert werden."
"An error occurred while saving. One of your products could not be identified.";"Beim Speichern ist ein Fehler aufgetreten. Eines Ihrer Produkte konnte nicht identifiziert werden."
"Are you sure you want to delete this product?";"Bist du sicher, dass Sie dieses Produkt löschen möchten?"
Category;Kategorie
"Choose a category";"Wählen Sie eine Kategorie"
"Choose a subcategory";"Wählen Sie eine Unterkategorie"
"Click on a category to display sub-categories";"Klicken Sie auf eine Kategorie um zu den Unterkategorien zu gelangen."
"Create a new product";"Erstellen Sie ein neues Produkt"
"Does this product have many formats?";"Hat dieses Produkt viele Formate?"
"Edit the";"bearbeiten Sie die"
"Edit the product";"Produkt bearbeiten"
Format;Format
"Main category";Hauptkategorie
More;mehr
Picture;Bild
Price;Preis
Product;Produkt
"Product formats";Produktformate
"Product name";Produktname
Qty;Qty
Rules;Regeln
"Set meal successfully deleted.";"Menü erfolgreich gelöscht ."
"Set meal successfully saved.";"Menü erfolgreich gespeichert ."
Sub-category;Unterkategorie
en;de
nd;er
st;er
sub-category;Unterkategorie
".mp4 or .3gp format";". mp4 oder .3 gp-Format"
"Add ";hinzufügen
"Add a";hinzufügen
"Add sections:";"In Sektionen:"
Address:;Adresse:
Alignment:;Ausrichtung:
"An error occurred while saving your page.";"Beim Speichern Ihrer Seite ist ein Fehler aufgetreten."
"Are you sure you want to delete this page?";"Bist du sicher, dass Sie diese Seite löschen möchten?"
Description:;Beschreibung:
"Display address";Anzeigeadresse
"Display location button";"Standort Display-Taste"
Label;Label:
Label:;Label:
Large;groß
"Loading picture:";"Das Bild wird geladen:"
"Make a search or enter the Youtube Url:";"Suchen Sie oder geben Sie den Youtube Link ein:"
Medium;Medium
"My Youtube video:";"Mein Youtube-Video:"
"My video";"Mein Video"
"No videos matching your selection";"Keine Videos Ihrer Selektion entsprechen"
"Page successfully deleted";"Seite wurde erfolgreich gelöscht."
"Page successfully saved";"Seite erfolgreich gespeichert"
Picture;Bild
Pictures;Bilder
"Podcast URL:";"Podcast URL:"
"Select a button type:";"Wählen Sie eine Schaltfläche:"
"Select a video type:";"Wählen Sie eine Video Art:"
Size:;Größe:
Small;klein
"Video URL:";"Video URL:"
"Your Podcast:";"Ihr Podcast:"
"'Near me' radius (in km):";"'In meiner Nähe' Radius (in km):"
"An error occurred while deleting this answer. Please try again later.";"Beim Löschen dieser Antwort ist ein Fehler aufgetreten. Bitte versuchen Sie es später noch einmal."
"Create a news:";"Erstellen Sie eine Nachricht:"
"Hide this info";"Ausblenden dieser Info"
"Information successfully deleted";"Informationen erfolgreich gelöscht"
"Information successfully hidden";"Informationen erfolgreich ausgeblendet"
"Information successfully saved";"Informationen erfolgreich gespeichert"
"Information successfully showed";"Informationen erfolgreich angezeigt"
"Information successfully shown";"Erfolgreich angezeigten Informationen"
"Insert a";"Legen Sie ein"
"It will be visible only after validation by our team.";"Nach der Freigabe von unserem Team wird es sichtbar sein."
Like;Like
Loading...;"Wird geladen ..."
"My customers answers";"Meine Kunden Antworten"
"My customers' comments";"Meine Kunden Kommentare"
"Near me";"In der Nähe von mir"
"Near me settings";"Benachbarte Einstellungen"
"Nothing more to display";"Nichts mehr zu zeigen"
"Please, enter a comment";"Bitte geben Sie ein Kommentar ein"
Post;Bereitstellen
"Publishing date";Veröffentlichungsdatum
"Pull up to display more";"Ziehen Sie, um mehr Anzeigen"
Radius;RADIUS
"Radius must be a valid numeric value.";"RADIUS muss einen gültigen numerischen Wert sein."
"Radius must be provided.";"RADIUS muss angegeben werden."
Recent;"Den letzten"
"Release to refresh...";"aktualisieren Sie"
"Show this info";"Zeigen Sie diese Infos "
"There is no comment for this news";"Es gibt keinen Kommentar zu diesen News"
"Was flagged as inappropriate";"Wurde als unangemessen markiert"
"You can't like more than once the same news";"Sie können nicht mehr als einmal die gleichen Nachrichten senden."
"You need to be connected to create a post";"Sie müssen verbunden sein, um einen Beitrag zu erstellen"
"Your comment";"Ihr Kommentar"
"Your flag has successfully been notified";"Ihre Flagge worden erfolgreich notifiziert"
"Your like has been successfully added";"Ihr like wurde erfolgreich hinzugefügt."
"Your message has been successfully saved.";"Ihre Nachricht wurde erfolgreich gespeichert."
"Your post was successfully added";"Ihre Nachricht wurde erfolgreich hinzugefügt."
"An error occurred while saving your contact informations.";"Während dem speichern Ihrer Kontaktinformationen ist ein Fehler aufgetreten."
"An error occurred while sending your message. We apologize and ask you to try later.";"Während der Übermittlung Ihrer Nachricht ist ein Fehler aufgetreten. Wir entschuldigen uns und bitten Sie, es später nochmals zu versuchen"
"An error occurred while sending your request. Please try again later.";"Beim Senden Ihrer Anfrage ist ein Fehler aufgetreten. Bitte versuchen Sie es später noch einmal"
"And his phone number:";"Und seine Telefonnummer:"
"Are you sure you want to remove the picture?";"Sind Sie sicher, dass Sie das Bild entfernen möchten?"
City;Stadt
"Contact information";Kontaktinformationen
"Contact informations";Kontaktinformationen
"Here is his email:";"Hier ist seine e-Mail:"
"Here is his message:";"Hier ist seine Botschaft:"
"Informations successfully saved";"Informationen erfolgreich gespeichert"
"Insert a <br /><span class=""bold"">cover image</span>";"Legen Sie eine <br /> <span class=""bold""> Cover-Bild </span>"
"Message from your app %s";"Nachricht von Ihrer App %s"
"Please enter properly the following fields: <br />";"Bitte vervollständigen Sie die folgenden Felder: <br />"
SEND;senden
"Thank you for your request. We'll answer you as soon as possible.";"Vielen Dank für Ihre Anfrage. Wir werden Sie so bald wie möglich beantworten."
Twitter;Twitter
Website;Website
"You have received a message from a contact:";"Sie haben eine Nachricht von einem Kontakt erhalten:"
"Your email";"Ihre E-Mail"
"Your message has been sent";"Ihre Nachricht wurde gesendet"
"Your name";"Ihr Name"
"Your request";Inhalt
"Zip code";PLZ
"%s - Account creation";"%s - Kontoerstellung"
"%s - Your new password";"%s - Ihr neues Passwort"
"%s – Account creation";"%s - Konto-Erstellung"
"A request to reset your password has been made.";"Eine Anforderung zum Zurücksetzen Ihres Passworts erzielt worden."
"An error occurred while connecting to your Facebook account. Please try again later";"Während die Verbindung zu Ihrem Facebook-Account hergestellt wurde ist ein Fehler aufgetreten. Bitte versuchen Sie es später noch einmal"
"Are you sure you want to remove this user?";"Bist du sicher, dass Sie diesen Benutzer entfernen möchten?"
"Change Password";"Passwort ändern"
Congratulations,;"Herzlichen Glückwunsch,"
Create;Erstellen
"Create a new user";"Einen neuen Benutzer erstellen"
"Create an account";"Erstellen Sie ein Konto"
"Current password";"Aktuelles Passwort"
Customer;Kunde
Customers;Kunden
Disconnect;"Trennen Sie"
"Edit the user %s";"Bearbeiten des Benutzers %s"
"First name";Vorname
"Forgot your password?";"Passwort vergessen ?"
Gender;Geschlecht
"Here are your credentials:";"Hier sind Ihre Anmeldeinformationen:"
"I accept the <u>privacy policy</u>";"Ich akzeptiere die <u>Datenschutzbestimmungen</u>"
"If you encounter any problems, do not hesitate to contact us:";"Wenn Sie Probleme haben, zögern Sie nicht uns zu kontaktieren:"
"Last name";Nachname
Log-in;Log-in
Login:;Login:
Miss;Miss
Mr;Herr
Mrs;Frau
"My Account";"Ihr Konto"
"My application's users";"Meine Anwendung Benutzer"
"New password";"Neues Passwort"
Old;alt
