"2. Open the app and login";"2. Ανοίξτε την εφαρμογή και συνδεθείτε"
"<b>File type:</b> %s";"<b>Τύπος αρχείου:</b>% s"
"<span>Click on</span><button class=""add"" type=""button""><i class=""icon-plus""></i></button> <span>to add an item.</span>";"<span>Κάντε κλικ στο<span /> <button class=""add"" type=""button""><i class=""icon-plus""></ i></button> <span>για να προσθέσετε ένα στοιχείο.</ span>"
"Activated";"Ενεργοποιήθηκε"
"Add a new icon";"Προσθέστε ένα νέο εικονίδιο"
"Add pages";"Προσθέστε σελίδες"
"Additional options";"Πρόσθετες επιλογές"
"An error occured while copying your app icon. Please check the icon, try to send it again and try again.";"Παρουσιάστηκε σφάλμα κατά την αντιγραφή εικονιδίου της εφαρμογής σας. Παρακαλούμε ελέγξτε το εικονίδιο και προσπαθήστε να το στείλετε ξανά."
"An error occurred during the generation of your QRCode. Please try again later.";"Παρουσιάστηκε σφάλμα κατά την δημιουργία του QR Code σας. Παρακαλούμε δοκιμάστε ξανά αργότερα."
"An error occurred while adding the option";"Παρουσιάστηκε σφάλμα κατά την προσθήκη της επιλογής"
"An error occurred while changing your layout.";"Παρουσιάστηκε σφάλμα κατά την αλλαγή της διάταξής σας."
"An error occurred while deleting the option";"Παρουσιάστηκε σφάλμα κατά τη διαγραφή της επιλογής"
"An error occurred while deleting your picture";"Παρουσιάστηκε σφάλμα κατά τη διαγραφή της εικόνας σας"
"An error occurred while editing file (%s).";"Παρουσιάστηκε σφάλμα κατά την επεξεργασία του αρχείου (%s)."
"An error occurred while loading";"Παρουσιάστηκε σφάλμα κατά τη φόρτωση"
"An error occurred while saving the application. Please try again later.";"Παρουσιάστηκε σφάλμα κατά την αποθήκευση της εφαρμογής. Παρακαλούμε δοκιμάστε ξανά αργότερα."
"An error occurred while saving your colors.";"Παρουσιάστηκε σφάλμα κατά την αποθήκευση των χρωμάτων σας."
"An error occurred while saving your page name.";"Παρουσιάστηκε σφάλμα κατά την αποθήκευση όνοματος της σελίδας σας."
"An error occurred while saving. The selected icon is not valid.";"Παρουσιάστηκε σφάλμα κατά την αποθήκευση. Η επιλεγμένη εικόνα δεν είναι έγκυρη."
"An error occurred while sorting your pages. Please try again later.";"Παρουσιάστηκε σφάλμα κατά τη ταξινόμηση των σελίδων σας. Παρακαλώ δοκιμάστε ξανά αργότερα."
"Analytics";"Στατιστικά"
"Android APK Generation";"Δημιουργία Android APK"
"Android Version";"Έκδοση Android"
"App Store Icon";"Εικονίδιο App Store"
"Apple's Information";"Πληροφορίες Apple"
"Application name";"Όνομα εφαρμογής"
"Are you sure you want to remove this application?";"Είστε βέβαιοι ότι θέλετε να διαγράψετε αυτή την εφαρμογή?"
"At least 200 characters in the description";"Τουλάχιστον 200 χαρακτήρες στην περιγραφή"
"At least, 4 pages in the application";"Τουλάχιστον, 4 σελίδες στην εφαρμογή"
"Audio";"Ήχος"
"Average by customer";"Μέσος όρος άνα πελάτη"
"Book";"Βιβλίο"
"Bundle Id";"Bundle ID"
"Business";"Επιχείρηση"
"Buy one, get one!";"Αγοράστε ένα, πάρτε ένα!"
"Catalogs";"Κατάλογοι"
"Certificate";"Πιστοποιητικό"
"Change your";"Αλλαγή"
"Change your template";"Αλλαγή προτύπου"
"Change your<br /><span>picture</span>";"Αλλαγή της<br /><span>φωτογραφίας</ span>"
"Checking CNAME configuration:";"Έλεγχος ρυθμίσεων CNAME:"
"Choose a <br /><span class=""bold"">picture</span>";"Επιλέξτε μία<br /><span class=""bold"">φωτογραφία</span>"
"Choose a country";"Επιλέξτε χώρα"
"Choose a font family";"Επιλέξτε γραμματοσειρά"
"Choose a template to customize";"Επιλέξτε ένα πρότυπο ώστε να το τροποποιήσετε"
"Choose your colors";"Επιλέξτε τα χρώματα σας"
"Choose your country";"Επιλέξτε την χώρα σας"
"Choose your design";"Επιλέξτε την εμφάνισή σας"
"Choose your font style";"Επιλέξτε το στυλ της γραμματοσειράς σας"
"Choose your homepage image";"Επιλέξτε την εικόνα της αρχικής σας σελίδας"
"Choose your icons color";"Επιλέξτε τα χρώματα των εικονιδίων σας"
"Choose your layout";"Επιλέξτε την διάταξη σας"
"Choose your template";"Επιλέξτε το πρότυπό σας"
"Click here to download the source code:";"Κάντε κλικ εδώ για να κατεβάσετε τον source κώδικα:"
"Click here to send your certificate";"Κάντε κλικ εδώ για να αποστείλετε το πιστοποιητικό σας"
"Colors";"Χρώματα"
"Dashboard icon";"Εικονίδιο Dashboard"
"Deactivated";"Απενεργοποιημένο"
"Delete this page?";"Διαγραφή αυτής της σελίδας?"
"Design";"Εμφάνιση"
"Developer Accounts";"Λογαριασμοί Προγραμματιστών"
"Device Information";"Πληροφορίες Συσκευής"
"Discount zone description. Here your clients will be able to see the details of each discount";"Περιγραφή Έκπτωτικής ζώνης. Εδώ οι πελάτες σας θα είναι σε θέση να δούν τις λεπτομέρειες της κάθε έκπτωσης"
"Domain";"Domain"
"Domain name";"Όνομα domain"
"Download";"Λήψη"
"Download our app previewer";"Κατεβάστε την εφαρμογή προεπισκόπησης μας"
"Drop your certificate here";"Σύρετε το πιστοποιητικό εδώ"
"Edit my";"Επεξεργασία"
"Edit the application ""%s""";"Επεξεργασία εφαρμογής ""%s"""
"Edit the application ""%s”";"Επεξεργασία εφαρμογής ""%s"""
"Editor";"Συντάκτης"
"Education";"Εκπαίδευση"
"Entertainment";"Ψυχαγωγία"
"Extension not allowed, '%s' only";"Δεν επιτρέπεται η επέκταση, μόνο '% s'"
"Features";"Χαρακτηριστικά"
"Finance";"Οικονομικά"
"Food & Drink";"Φαγητό & Ποτό"
"Fred W.";".GSP."
"Games";"Παιχνίδια"
"General Information";"Γενικές Πληροφορίες"
"General information";"Γενικές Πληροφορίες"
"Global visits";"Παγκόσμιες επισκέψεις"
"Google Play Icon";"Εικονίδιο Google Play"
"Google's Information";"Πληροφορίες Google"
"Health & Fitness";"Υγεία & Φόρμα"
"Here is our latest creation. What do you think?";"Εδώ είναι η τελευταία δημιουργία μας. Πώς σας φαίνεται?"
"Homepage preview";"Προεπισκόπηση Αρχικής σελίδας"
"I don't have a Google developer account and I want to create one";"Δεν έχω λογαριασμό Google προγραμματιστή και θέλω να δημιουργήσω έναν"
"I don't have an Apple developer account and I want to create one";"Δεν έχω λογαριασμό Apple  προγραμματιστή και θέλω να δημιουργήσω έναν"
"I have an Apple developer account";"Έχω λογαριασμό Apple προγραμματιστή"
"I have an Google developer account";"Έχω λογαριασμό Google προγραμματιστή"
"I let you publish my application under your Apple developer account";"Σας αφήνω να δημοσιεύσετε την εφαρμογή μου στον λογαριασμό προγραμματιστή σας στο App Store"
"I let you publish my application under your Google developer account";"Σας αφήνω να δημοσιεύσετε την εφαρμογή μου στον λογαριασμό προγραμματιστή σας στο Google Play"
"Icons";"Εικονίδια"
"Id";"ID"
"If you validate, your app's colors and background image will be replaced";"Αν επικυρώσετε, τα χρώματα και το φόντο της εφαρμογής θα αντικατασταθούν"
"Installed application";"Εγκατεστημένη εφαρμογή"
"Key Password";"Κωδικός Κλειδιού"
"Keywords";"Λέξεις-κλειδιά"
"Last name:";"Επώνυμο:"
"Library icons";"Εικονίδια βιβλιοθήκης"
"Lifestyle";"Lifestyle"
"List of my applications";"Λίστα των εφαρμογών μου"
"List of your applications";"Λίστα των εφαρμογών σας"
"Loading";"Φόρτωση"
"Lock the entire application";"Κλειδώστε το ολόκληρη την εφαρμογή"
"Love it <3";"Μου αρέσει πολύ <3"
"Main";"Κύριο"
"Manage icons";"Διαχειριση εικονιδίων"
"Media";"Πολυμέσα"
"Medical";"Ιατρικό"
"Missing Information";"Πληροφορίες που λείπουν"
"Mobile Source Codes";"Source Κώδικας για κινητά"
"Mobile source codes";"Source Κώδικας για κινητά"
"Mobile website information";"Πληροφορίες mobile ιστοσελίδας"
"My QRCode";"O QR Code μου"
"My application in figures";"Η εφαρμογή μου σε αριθμούς"
"Navigation";"Πλοήγηση"
"News";"Νέα"
"One free coffee";"Ένας δωρεάν καφές"
"Or go on your store<br />and look for ""Apps Company Previewer""";"Ή πηγαίνετε στο κατάστημά σας<br /> και ψάξτε για ""Apps Company Previewer"""
"Page name:";"Όνομα σελίδας:"
"Percentage of returning customers";"Ποσοστό πελατών που επιστρέφουν"
"Photo & Video";"Φωτογραφία & Βίντεο"
"Please enter a correct URL for the %s store";"Παρακαλούμε εισάγετε μια σωστή διεύθυνση URL για το % s κατάστημα"
"Please enter a subdomain.";"Παρακαλούμε εισάγετε ένα subdomain."
"Please enter a valid URL";"Παρακαλούμε εισάγετε μια έγκυρη διεύθυνση URL"
"Please enter a valid address";"Παρακαλούμε εισάγετε μια έγκυρη διεύθυνση"
"Please enter a valid mobile website address.";"Παρακαλούμε εισάγετε μια έγκυρη διεύθυνση ιστοτόπου για κινητές συσκευές."
"Preview";"Προεπισκόπηση"
"Productivity";"Παραγωγικότητα"
"Promote";"Προώθηση"
"Publication";"Δημοσίευση"
"Publish the application";"Δημοσίευση της εφαρμογής"
"Publish under our account";"Δημοσίευση στον λογαριασμό μας"
"Ready ? Publish my app!";"Έτοιμοι? Δημοσιεύστε την εφαρμογή σας!"
"Recommanded size:";"Συνιστώμενo μέγεθος:"
"Reference";"Αναφορά"
"Remove this page from this folder?";"Αφαιρέστε αυτή τη σελίδα από αυτό τον φάκελο?"
"Scan this QR Code";"Σάρωση του QR Code"
"Scan this QR Code:";"Σάρωση του QR κώδικα:"
"Secondary category";"Δευτεροβάθμια κατηγορία"
"Secondary category<br />(Optional)";"Δευτεροβάθμια κατηγορία<br />(Προαιρετικό)"
"Send here your iOS certificate to enable the push notifications for this application.";"Στείλτε εδώ το πιστοποιητικό σας iOS για να ενεργοποιήσετε τις ειδοποιήσεις push για την εφαρμογή αυτή."
"Send you .pem certificate";"Αποστολή .pem πιστοποιητικού"
"Show the applications waiting for publication only.";"Προβολή εφαρμογών που είναι σε αναμονή για δημοσίευση μόνο."
"Social Networking";"Κοινωνική Δικτύωση"
"Sports";"Αθλητικά"
"Startup image";"Εικόνα εκκίνησης"
"Status";"Κατάσταση"
"Store Password";"Κωδικός Καταστήματος"
"Store URL";"URL καταστήματος"
"Stores Info";"Πληροφορίες Καταστημάτων"
"The Bundle Id is required";"Απαιτείται Bundle ID"
"The QR Code is not available at this moment";"Το QR Code δεν είναι διαθέσιμο αυτή τη στιγμή"
"The application has been successfully saved";"Η εφαρμογή έχει αποθηκευτεί με επιτυχία"
"The application name";"Το όνομα της εφαρμογής"
"The application's name cannot start with a number";"Το όνομα της εφαρμογής δεν μπορεί να ξεκινάει με αριθμό"
"The description";"Η περιγραφή"
"The description must be at least 200 characters";"Η περιγραφή πρέπει να είναι τουλάχιστον 200 χαρακτήρες"
"The desktop icon";"Το εικονίδιο της επιφάνειας εργασίας"
"The entered bundle id is incorrect, it should be like: com.ejemploapps.app";"Το καταχωρισμένο Bundle ID είναι λάθος, θα πρέπει να είναι π.χ.: gr.domain.onomaefarmogis"
"The entered bundle id is incorrect, it should be like: com.siberiancms.app";"Το καταχωρισμένο Bundle ID είναι λάθος, θα πρέπει να είναι π.χ.: gr.domain.onomaefarmogis"
"The field is required";"Το πεδίο είναι υποχρεωτικό"
"The file has been successfully uploaded";"Το αρχείο έχει ανεβεί επιτυχώς"
"The following information are needed to download the source codes:<br />";"Οι ακόλουθες πληροφορίες είναι απαραίτητες για να κατεβάσετε τον source κώδικα:<br />"
"The homepage image";"Εικόνα αρχικής σελίδας"
"The key cannot be empty.";"Το κλειδί δεν μπορεί να είναι κενό."
"The key is already used by another application.";"Το κλειδί χρησιμοποιείται ήδη από κάποια άλλη εφαρμογή."
"The keywords";"Λέξεις-κλειδιά"
"The main category";"Κύρια κατηγορία"
"The startup image";"Η εικόνα εκκίνησης"
"This application does not exist";"Αυτή η εφαρμογή δεν υπάρχει"
"This application is visible on the front";"Αυτή η εφαρμογή είναι ορατή στο frontend"
"This key is already used by system features.";"Αυτό το κλειδί χρησιμοποιείται ήδη από τα χαρακτηριστικά του συστήματος."
"This option enables you to set the currency used in your app";"Αυτή η επιλογή σας επιτρέπει να ορίσετε το νόμισμα που χρησιμοποιείται στην εφαρμογή σας"
"This page will be displayed to mobile users to enable them to login and manage their account. It is automatically added when you use features which need user login.";"Αυτή η σελίδα θα εμφανίζεται στους χρήστες κινητών συσκευών ώστε να μπορούν να συνδεθούν και να διαχειριστούν τον λογαριασμό τους. Προστίθεται αυτόματα όταν χρησιμοποιείτε λειτουργίες που χρειάζονται σύνδεση του χρήστη."
"To be able to download source codes, please provide the following information:<br />";"Για να μπορέσετε να κατεβάσετε source κώδικες, παρααούμε να συμπληρώστε τις ακόλουθες πληροφορίες:<br />"
"Travel";"Ταξίδια"
"URL";"URL"
"URL Key";"Κλειδί URL"
"Use into all of your application's pages";"Χρήση σε όλες τις σελίδες της εφαρμογής σας"
"Used points";"Χρησιμοποιημένα σημεία"
"User Information";"Πληροφορίες Χρήστη"
"Utilities";"Utilities"
"Version";"Έκδοση"
"Weather";"Καιρός"
"You already have sent a certificate.";"Έχετε ήδη αποστείλει πιστοποιητικό."
"You can download your QRCode by <a class=""f-bold"" href=""%s"">clicking here</a>";"Μπορείτε να κατεβάσετε το QR Code σας από <a class=""f-bold"" href=""%s"">εδώ</a>"
"You can't use this domain.";"Δεν μπορείτε να χρησιμοποιήσετε αυτό το domain."
"You don't have any applications yet";"Δεν έχετε ακόμα κάποια εφαρμογή"
"You have already sent a certificate";"Έχετε ήδη αποστείλει  πιστοποιητικό."
"You have sent a certificate.";"Στείλατε πιστοποιητικό."
"You have to create a Google account before publishing your application. <a href=""https://play.google.com/apps/publish/signup"" target=""_blank"">Click here to create one.</a>";"Θα πρέπει να δημιουργήσετε έναν Google λογαριασμό πριν από τη δημοσίευση της εφαρμογής σας. <a href=""https://play.google.com/apps/publish/signup"" target=""_blank"">Κάντε κλικ εδώ για να δημιουργήσετε έναν.</a>"
"You have to create an Apple account before publishing your application. <a href=""https://developer.apple.com/register/index.action"" target=""_blank"">Click here to create one.</a>";"Θα πρέπει να δημιουργήσετε έναν Apple λογαριασμό πριν από τη δημοσίευση της εφαρμογής σας. <a href=""https://developer.apple.com/register/index.action"" target=""_blank"">Κάντε κλικ εδώ για να δημιουργήσετε έναν.</a>"
"You haven't chosen any template yet";"Δεν έχετε επιλέξει ακόμη κάποιο πρότυπο"
"You may not delete a library icon";"Δεν μπορείτε να διαγράψετε εικονίδια από την προεπιλεγμένη βιβλιοθήκη"
"You must have published your application to access this feature";"Θα πρέπει να έχετε δημοσιεύσει την εφαρμογή σας για να αποκτήσετε πρόσβαση σε αυτή την λειτουργία"
"Your CNAME is properly set";"Το CNAME σας έχει ρυθμιστεί σωστά"
"Your best customers";"Οι καλύτεροι πελάτες σας"
"Your customers in figures";"Οι πελάτες σας σε αριθμούς"
"Your domain key ""%s"" is not valid.";"Το URL κλειδί σας ""%s"" δεν είναι έγκυρο."
"Your mobile address should not contain special characters";"H διεύθυνση του κινητού σας δεν θα πρέπει να περιέχει ειδικούς χαρακτήρες"
"Your pages";"Οι σελίδες σας"
"iOS Certificate";"Πιστοποιητικό iOS"
"iPad Retina:";"iPad Retina:"
"iPhone 5 / 5S:";"iPhone 5 / 5s:"
"iPhone 6 Plus:";"iPhone 6 Plus :"
"iPhone 6:";"iPhone 6:"
"iPhone Version";"Έκδοση iOS"
"icon";"Εικονίδιο"
"logo";"Λογότυπο"
"times";"φορές"
"%d Unread Message";"%d μη-αναγνωσμένο μήνυμα"
"%d Unread Messages";"%d μη-αναγνωσμένα μηνύματα"
"Account";"Λογαριασμός"
"Change the password";"Αλλαγή Κωδικού"
"Click to mark as not read";"Κάντε κλικ για να το επισημάνετε ως μη-αναγνωσμένο"
"Click to mark as read";"Κάντε κλικ για να το επισημάνετε ως αναγνωσμένο"
"Create a user";"Δημιουργία χρήστη"
"Edit the account ""%s""";"Επεξεργασία λογαριασού ""%s"""
"Edit the user";"Επεξεργασία χρήστη"
"Enter your credentials:";"Εισάγετε τα στοιχεία σας:"
"List of backoffice accounts";"Κατάλογος των λογαριασμών backoffice"
"List of the messages";"Λίστα μηνύματων"
"Login to your backoffice interface";"Είσοδος στον πίνακα διαχείρισής σας"
"People who are allowed to access the backoffice";"Οι χρήστες που έχουν πρόσβαση στο backoffice"
"Siberian CMS";"Siberian CMS"
"This account can't be deleted, it's the only one";"Αυτός ο λογαριασμός δεν μπορεί να διαγραφεί, είναι ο κεντρικός"
"User successfully deleted";"Ο χρήστης διεγράφη επιτυχώς"
"View Details";"Δείτε λεπτομέρειες"
"Your new password";"Ο νέος σας Κωδικός"
"Your password";"Κωδικός"
"Booking details";"Πληροφορίες κράτησης"
"Booking details:";"Πληροφορίες κράτησης:"
"Booking subject:";"Θέμα Κράτησης:"
"Comment:";"Σχόλιο:"
"Date and time";"Ημερομηνία και ώρα"
"Date and time:";"Ημερομηνία και ώρα:"
"Email address:";"E-mail:"
"Enter the location name and contact email:";"Πληκτρολογήστε το όνομα τοποθεσίας και το E-mail σας:"
"First name / Last name";"Όνοματεπώνυμο"
"Here are his personal information:";"Εδώ είναι τα στοιχεία του:"
"Name:";"Όνομα:"
"Nom du lieu :";"Όνομα τοποθεσίας :"
"People number:";"Αριθμός ανθρώπων:"
"Phone number:";"Τηλέφωνο:"
"Please fill out the following fields: ";"Παρακαλώ συμπληρώστε τα παρακάτω πεδία:"
"Please fill out the following fields:<br />";"Παρακαλώ συμπληρώστε τα παρακάτω πεδία:<br />"
"Please, choose a store";"Παρακαλώ, επιλέξτε ένα κατάστημα"
"Thank you for your request. We'll answer you as soon as possible.";"Σας ευχαριστούμε για το αίτημά σας. Θα σας απαντήσουμε το συντομότερο δυνατόν."
"The booking information";"Πληροφορίες κράτησης"
"The booking informations";"Πληροφορίες κράτησης"
"The date and time of the booking";"Η ημερομηνία και ώρα της κράτησης"
"The number of people";"Αριθμός ατόμων"
"You have received a message for the booking of";"Έχετε λάβει ένα μήνυμα για την κράτηση του"
"Your phone number or email address";"Το τηλέφωνο ή το E-mail σας"
"%s - All";"%s - Όλα"
"%s – All";"%s – Όλα"
"Add a category";"Προσθήκη κατηγορίας"
"Add a format";"Προσθήκη επιλογής"
"All";"Όλα"
"An error occurred while loading your product.";"Υπηρξε σφάλμα κατά την φόρτωση του προϊόντος σας."
"An error occurred while saving the category. Please try again later.";"Υπηρξε σφάλμα κατά την αποθήκευση της κατηγορίας. Παρακαλώ δοκιμάστε ξανά αργότερα."
"An error occurred while saving the product. Please try again later.";"Υπηρξε σφάλμα κατά την αποθήκευση του προϊόντος. Παρακαλώ δοκιμάστε ξανά αργότερα."
"An error occurred while saving the set meal. Please try again later.";"Υπηρξε σφάλμα κατά την αποθήκευση του γεύματος. Παρακαλώ δοκιμάστε ξανά αργότερα."
"An error occurred while saving. One of your categories could not be identified.";"Υπηρξε σφάλμα κατά την αποθήκευση. Μία από τις κατηγορίες σας δεν ήταν εφικτό να αναγνωριστεί."
"An error occurred while saving. One of your products could not be identified.";"Υπηρξε σφάλμα κατά την αποθήκευση. Ένα από τα προϊόντα σας δεν ήταν εφικτό να αναγνωριστεί."
"Are you sure you want to delete this product?";"Είστε σίγουροι ότι θέλετε να διαγράψετε αυτό το προϊόν?"
"Category";"Κατηγορία"
"Choose a category";"Επιλογή κατηγορίας"
"Choose a subcategory";"Επιλογή υποκατηγορίας"
"Click on a category to display sub-categories";"Κάντε κλικ σε μια κατηγορία για να εμφανιστούν οι υποκατηγορίες"
"Create a new product";"Δημιουργήστε ένα νέο προϊόν"
"Does this product have many formats?";"Μήπως αυτό το προϊόν έχει και άλλες επιλογές?"
"Edit the";"Επεξεργασία"
"Edit the product";"Επεξεργασία προϊόντος"
"Format";"Επιλογή"
"Picture";"Εικόνα"
"Price";"Τιμή"
"Product";"Προϊόν"
"Product formats";"Επιλογές προϊόντος"
"Product name";"Όνομα προϊόντος"
"Rules";"Κανόνες"
"Set meal successfully deleted.";"Το γεύμα διεγράφη επιτυχώς."
"Set meal successfully saved.";"Το γεύμα αποθηκεύτηκε επιτυχώς."
"Sub-category";"Υποκατηγορία"
"st";"ο"
"sub-category";"υποκατηγορία"
".mp4 or .3gp format";"τύπος αρχείου .mp4 ή .3gp"
"Add ";"Προσθήκη"
"Add sections:";"Προσθήκη τμημάτων:"
"Address:";"Διεύθυνση:"
"Alignment:";"Ευθυγράμμιση:"
"An error occurred while saving your page.";"Υπήρξε σφάλμα κατά την αποθήκευση της σελίδας σας."
"Are you sure you want to delete this page?";"Είστε σίγουρος ότι θέλετε να διαγράψετε αυτή την σελίδα?"
"Display address";"Προβολή διεύθυνσης"
"Display location button";"Προβολή κουμπιού τοποθεσίας"
"Label";"Ετικέτα"
"Label:";"Ετικέτα:"
"Large";"Μεγάλο"
"Loading picture:";"Φόρτωση εικόνας:"
"Make a search or enter the Youtube Url:";"Κάντε αναζήτηση ή εισάγετε το YouTube link:"
"Medium";"Μέτριο"
"My Youtube video:";"Τα YouTube video μου:"
"My video";"Τα video μου"
"No videos matching your selection";"Δεν υπάρχουν video που να ταιριάζουν στην επιλογή σας"
"Page successfully deleted";"Η σελίδα διεγράφη επιτυχώς"
"Page successfully saved";"Η σελίδα αποθηκεύτηκε επιτυχώς"
"Podcast URL:";"URL του Podcast σας:"
"Select a button type:";"Επιλέξτε έναν τύπο κουμπιού:"
"Select a video type:";"Επιλέξτε έναν τύπο video:"
"Small";"Μικρό"
"Video URL:";"Σύνδεσμος video:"
"Your Podcast:";"Το Podcast σας:"
"'Near me' radius (in km):";"«Κοντά μου» ακτίνα (σε χλμ):"
"An error occurred while deleting this answer. Please try again later.";"Παρουσιάστηκε σφάλμα κατά τη διαγραφή αυτής της απάντησης. Παρακαλώ δοκιμάστε ξανά αργότερα."
"Create a news";"Δημιουργήστε μια νέα"
"Create a news:";"Δημιουργήστε μια νέα:"
"Hide this info";"Απέκρυψε αυτές τις πληροφορίες"
"Information successfully deleted";"Πληροφορίες διαγράφηκαν με επιτυχία"
"Information successfully hidden";"Κρυμμένες πληροφορίες επιτυχώς"
"Information successfully saved";"Πληροφορίες αποθηκεύτηκαν με επιτυχία"
"Information successfully shown";"Πληροφορίες φαίνονται επιτυχώς"
"Insert a";"Τοποθετήστε ένα"
"It will be visible only after validation by our team.";"Θα είναι ορατό μόνο μετά την επικύρωση από την ομάδα μας."
"My customers answers";"Οι απαντήσεις των πελατών μου"
"My customers' comments";"Σχόλια πελατών μου"
"Near me";"Κοντά μου"
"Near me settings";"Κοντινές μου ρυθμίσεις"
"Post";"Δημοσίευση"
"Publishing date";"Ημερομηνία Δημοσίευσης"
"Radius";"Ακτίνα"
"Radius must be a valid numeric value.";"Η ακτίνα πρέπει να είναι μια έγκυρη αριθμητική τιμή."
"Radius must be provided.";"Πρέπει να παρέχεται ακτίνα."
"Recent";"Πρόσφατος"
"Show this info";"Δείτε αυτές τις πληροφορίες"
"There is no comment for this news";"Δεν υπάρχει κανένα σχόλιο για αυτή την είδηση"
"Was flagged as inappropriate";"Επισημάνθηκε ως ακατάλληλο"
"You can't like more than once the same news";"Δεν μπορείτε να σας αρέσει περισσότερο από μία φορά οι ίδιες ειδήσεις"
"You need to be connected to create a post";"Θα πρέπει να είστε συνδεδεμένοι για να δημιουργήσει μια δημοσίευση"
"Your flag has successfully been notified";"Η σημαία σας έχει κοινοποιηθεί επιτυχώς"
"Your like has been successfully added";"Το μου αρέσει έχει προστεθεί με επιτυχία"
"Your message has been successfully saved.";"Το μήνυμά σας έχει αποθηκευτεί με επιτυχία."
"Your post was successfully added";"Η δημοσίευση σας προστέθηκε με επιτυχία"
"An error occurred while saving your contact informations.";"Υπήρξε σφάλμα κατά την αποθήκευση των πληροφοριών επικοινωνίας."
"An error occurred while sending your request. Please try again later.";"Υπήρξε σφάλμα κατά την αποστολή του μηνύματός σας. Παρακαλούμε δοκιμάστε ξανά αργότερα."
"And his phone number:";Αριθμός:
"Are you sure you want to remove the picture?";"Είστε σίγουροι ότι θέλετε να αφαιρέσετε την εικόνα?"
City;Πόλη
"Contact information";"Πληροφορίες επαφής"
"Contact informations";"Πληροφορίες επαφής"
"Here is his email:";E-mail:
"Here is his message:";Μήνυμα:
