"My account";"Mon compte"
"My information";"Mes informations"
"My informations";"Mes informations"
"My invoices";"Mes factures"
"My notifications";"Mes notifications"
"My notifications list";"Ma liste de notifications"
"Need some help?";"Besoin d'aide?"
"Notifications";"Notifications"
"Please enter a valid email address.";"Se il vous plaît entrer une adresse email valide."
"Please, enter an application name";"Merci d'entrer un nom d'application"
"Ready to create your own apps?";"Prêt à créer vos propres applications?"
"Required fields";"Champs obligatoire"
"Send";"Envoyer"
"Sign up";"Créer un compte"
"Thanks for choosing us!";"Merci de nous avoir choisi!"
"The Support Team";"L'équipe Support"
"The password and the confirm does not match.";"Le mot de passe et la confirmation ne correspondent pas."
"The password and the confirmation does not match.";"Le mot de passe et la confirmation ne correspondent pas."
"The password must be at least 6 characters.";"Le mot de passe doit comporter au moins 6 caractères."
"We are sorry but this email address is already used.";"Nous sommes désolés, mais cette adresse e-mail est déjà utilisée."
"Welcome!";"Bienvenue!"
"You are going to love it! Thanks to our effective features, you will be able to create great mobile apps in your name, within minutes.";"Vous allez adorer! Vous allez être en mesure de créer de superbes applications mobiles à votre nom, en quelques minutes."
"You can't delete the main account";"Vous ne pouvez pas supprimer le compte principal"
"You don't have any users yet";"Vous n'avez pas encore d'utilisateurs"
"Your account has been successfully saved";"Votre compte a bien été enregistré"
"Your credentials";"vos informations d'identification"
"Your email address";"Votre adresse mail"
"Your login:";"Votre identifiant:"
"Your password";"Votre mot de passe"
"Your password:";"Votre mot de passe:"
"API Keys";"Clés API"
"Api Keys";"Clés Api"
"Api Keys successfully saved";"Clés API sauvegardés avec succès"
"Your APIs list";"Votre liste d'API"
" ""Remove this page from this folder?""";"Enlever cette page de ce dossier?"
"1. Download the app previewer:";"1. Téléchargez l'application previewer:"
"2. Open the app and login";"2. Ouvrez l'application et identifiez-vous"
"<b>File type:</b> %s";"<b>Type de fichier:</b> %s"
"<span>Click on</span><button class=""add"" type=""button""><i class=""icon-plus""></i></button> <span>to add an item.</span>";"<span>Cliquez</span><button class=""add"" type=""button""><i class=""icon-plus""></i></button> <span>pour ajouter un élément.</span>"
"Add a new icon";"Ajouter une nouvelle icône"
"Add pages";"Ajouter page"
"Additional options";"Options supplémentaires"
"An error occurred during the generation of your QRCode. Please try again later.";"Une erreur est survenue lors de la génération de votre QRCode. Merci de réessayer plus tard."
"An error occurred while adding the option";"Une erreur est survenue lors de l'ajout de l'option"
"An error occurred while changing your layout.";"Une erreur est survenue lors du changement de votre mise en page."
"An error occurred while deleting the option";"Une erreur est survenue lors de la suppression de l'option"
"An error occurred while deleting your picture";"Une erreur est survenue lors de la suppression de votre image"
"An error occurred while editing file (%s).";"Une erreur s'est produite lors de l'édition fichier (%s)."
"An error occurred while loading";"Ouups.. Une erreur est survenue pendant le chargement"
"An error occurred while saving the application. Please try again later.";"Une erreur s'est produite lors de l'enregistrement de la demande. Merci de réessayer plus tard."
"An error occurred while saving your colors.";"Une erreur est survenue lors de l'enregistrement de vos couleurs."
"An error occurred while saving your page name.";"Une erreur est survenue lors de l'enregistrement du nom de la page."
"An error occurred while saving. The selected icon is not valid.";"Une erreur est survenue lors de l'enregistrement. L'icône sélectionnée est pas valide."
"An error occurred while sorting your pages. Please try again later.";"Une erreur est survenue lors du tri de vos pages. Merci de réessayer plus tard."
"Analytics";"Stats"
"Android APK Generation";"Android APK Generation"
"Android Version";"Version Android"
"App Store Icon";"App Store Icon"
"Apple's Information";"Publication sur l'App Store"
"Application name";"Nom application"
"Are you sure you want to remove this application?";"Êtes-vous sûr de vouloir supprimer cette application?"
"At least 200 characters in the description";"Ecrivez au moins 200 caractères dans la description"
"At least, 4 pages in the application";"Créer au minimum, 4 pages dans votre application."
"At least, 4 pages in your application";"Au moins, 4 pages dans votre application"
"Audio";"Audio"
"Average by customer";"Moyenne par client"
"Background";"Fond d'écran"
"Book";"Livre"
"Bundle Id";"Bundle Id"
"Business";"Business"
"Button";"Bouton"
"Buy one, get one!";"Texte Offre"
"Catalogs";"Catalogues"
"Change your";"Modifiez votre"
"Change your template";"Changez votre modèle"
"Change your<br /><span>picture</span>";"Changez votre<br /><span>photo</span>"
"Checking CNAME configuration:";"Vérification de la configuration CNAME:"
"Choose a <br /><span class=""bold"">picture</span>";"Choisir une<br /> <span class=""bold""> image </span >"
"Choose a country";"Sélectionnez un pays"
"Choose a font family";"Choisissez une famille de polices"
"Choose a template to customize";"Choisissez un modèle à personnaliser"
"Choose an";"Choisissez une"
"Choose your colors";"Choisissez vos couleurs"
"Choose your country";"Choisissez votre pays"
"Choose your design";"Choisissez votre design"
"Choose your font style";"Choisissez votre style de police"
"Choose your homepage image";"Choisissez votre image de la page d'accueil"
"Choose your icons color";"Choisissez la couleur de l'icône"
"Choose your layout";"Choisissez votre mise en page"
"Choose your template";"Choisissez votre modèle"
"Click here to download the source code:";"Cliquez ici pour télécharger le code source:"
"Click here to send your certificate";"Cliquez ici pour envoyer votre certificat"
"Colors";"Couleurs"
"Comment";"Commentaire"
"Comments";"Commentaires"
"Connect Button";"Bouton de connexion"
"Create a new user";"Créer un nouvel utilisateur"
"Created at";"Crée le"
"Customize your app's colors";"Personnalisez les couleurs de votre application"
"Customize your app's style";"Personnaliser le style de votre application"
"Dashboard";"Dashboard"
"Dashboard icon";"Icône"
"Delete this page?";"Supprimer cette page ?"
"Design";"Design"
"Developer Accounts";"Comptes de développeurs"
"Discount Zone";"Fond zone offre"
"Discount zone description. Here your clients will be able to see the details of each discount";"Cette page est une page exemple qui vous permet d'effectuer des essais de couleurs."
"Domain";"Domaine"
"Domain name";"Nom de domaine"
"Download";"Télécharger"
"Edit my";"Editer mon"
"Editor";"Editeur"
"Education";"Education"
"Entertainment";"Divertissement"
"Features";"Fonctions"
"Finance";"Finance"
"Food & Drink";"Nourriture & Boisson"
"Fred W.";"Lionel S."
"Games";"Jeux"
"General Information";"Informations Générales"
"General information";"Information générales"
"Global visits";"Nombre de visites"
"Google Play Icon";"Google Play Icon"
"Google's Information";"Publication sur Google Play Store"
"Header";"Fond en-tête"
"Health & Fitness";"Santé"
"Here is our latest creation. What do you think?";"Voici notre dernière création. Que pensez-vous?"
"Homepage preview";"Aperçu page d'accueil"
"I don't have a Google developer account and I want to create one";"Je ne possède pas de compte Google développeur et je veux créer un"
"I don't have an Apple developer account and I want to create one";"Je ne possède pas de compte de développeur Apple et je veux créer un"
"I have an Apple developer account";"Je possède un compte de développeur d'Apple"
"I have an Google developer account";"Je possède un compte de développeur Google"
"I let you publish my application under your Apple developer account";"Je vous laisse publier mon application avec votre compte de developpeur Apple"
"I let you publish my application under your Google developer account";"Je vous laisse publier mon application avec votre compte de developpeur Google"
"Icones";"Icônes"
"Icons";"Icones"
"If you validate, your app's colors and background image will be replaced";"Si vous validez, les couleurs de votre application et de l'image d'arrière-plan seront remplacés"
"In order to publish your application";"Afin de publier votre application"
"In order to publish your application,";"Afin de publier votre application"
"In order to publish your application, we need";"Afin de publier votre application, vous devez :"
"Information";"Information"
"Installed application";"Applications installés"
"Key Password";"Clé Mot de passe"
"Keywords";"Mots-clés"
"Last name";"Nom de famille"
"Library icons";"Librairie d'icônes"
"Lifestyle";"Style de vie"
"List of my applications";"Liste de mes applications"
"List of your applications";"Liste de vos applications"
"Load More";"En charger plus"
"Loading";"Chargement"
"Lock the entire application";"Verrouiller l'application entière"
"Log-out";"Se déconnecter"
"Love it <3";"J'aime, <3"
"Main";"Principal"
"Main category";"Catégorie principale"
"Manage";"Gérer"
"Manage your app's features";"Gérer les fonctionnalités de votre application"
"Marc A.";"Marc A."
"Medical";"Santé"
"Mobile Source Codes";"Codes Source mobiles"
"Mobile source codes";"Codes sources mobiles"
"Mobile website information";"Information du site Web mobile"
"More infos";"Plus d'infos"
"My Applications";"Mes applications"
"My QRCode";"Mon Qrcode"
"My application in figures";"Mes statistiques"
"My application's users";"Utilisateurs de l'application"
"My invoices";"Mes factures"
"Navigation";"Navigation"
"News";"Texte en-tête"
"One free coffee";"Texte sous-en-tête"
"Optional";"Optionnelle"
"Or go on your store<br />and look for ""Apps Company Previewer""";"Ou rendez-vous sur votre store <br /> et cherchez ""Apps Company Previewer"""
"Percentage of returning customers";"Pourcentage de clients fidèles"
"Photo & Video";"Photo et Vidéo"
"Please enter a correct URL for the %s store";"Merci d'entrer une URL correcte pour le magasin %s"
"Please enter a subdomain.";"Merci d'entrer un sous-domaine."
"Please enter a valid URL";"Merci d'entrer une URL valide"
"Please enter a valid address";"Merci d'entrer une adresse valide"
"Please enter a valid mobile website address.";"Merci d'entrer une adresse de site Web mobile valide."
"Please log in.";"Bouton de connexion"
"Preview";"Preview"
"Privacy Policy";"Politique de confidentialité"
"Productivity";"Productivité"
"Promote";"Promouvoir"
"Promote your app!";"Promotion de votre application!"
"Publication";"Publication"
"Publish my app !";"Publier mon application!"
"Publish the application";"Publiez l'application"
"Publish under our account";"Publier sous notre compte"
"Publish your app";"Publiez votre application"
"Ready ? Publish my app!";"Prêt ? Publier mon Application !"
"Ready?";"Prêt"
"Ready ?";"Prêt ?"
"Recommanded size:";"Taille recommandé:"
"Reference";"Référence"
"Remove this page from this folder?";"Enlever cette page de ce dossier?"
"Scan this QR Code";"Scannez ce QR Code"
"Scan this QR Code:";"Scannez ce QR Code:"
"Secondary category";"Catégorie secondaire"
"Send here your iOS certificate to enable the push notifications for this application.";"Envoyer ici votre certificat iOS pour permettre les notifications push pour cette application."
"Send you .pem certificate";"Envoyez un certificat .pem"
"Show the applications waiting for publication only.";"Voir les applications en attente de publication seulement."
"Social Networking";"Réseaux sociaux"
"Sports";"Sports"
"Startup image";"Image de démarrage"
"Store Password";"Mot de passe boutique"
"Stores Info";"Infos magasins"
"Subheader";"Fond sous en-tête"
"Tabbar";"Barre navigation"
"Tabbar Texte";"Texte Navigation"
"The  homepage image";"L'image de la page d'accueil"
"The Bundle Id is required";"Le Bundle Id est nécessaire"
"The QR Code is not available at this moment";"Le code QR ne est pas disponible en ce moment"
"The application has been successfully saved";"La demande a été enregistré avec succès"
"The application name";"Le nom de l'application"
"The application's name cannot start with a number";"Le nom de l'application ne peut pas commencer par un nombre"
"The description";"La description de l'application"
"The description must be at least 200 characters";"La description doit comporter au moins 200 caractères."
"The desktop icon";"L'icône de l'application"
"The entered bundle id is incorrect, it should be like: com.siberiancms.app";"Le Bundle ID est incorrect, il doit être de la forme: com.siberiancms.app"
"The field is required";"Le champ est obligatoire"
"The file has been successfully uploaded";"Le fichier a été téléchargé avec succès"
"The following information are needed to download the source codes:<br />";"Les informations suivantes sont nécessaires pour télécharger les codes source:<br />"
"The key cannot be empty.";"La clé ne peut être vide."
"The keywords";"Les mots-clés décrivant l'application"
"The main category";"Choisir la catégorie principale"
"The startup image";"L'image de démarrage"
"This application does not exist";"Cette application n'existe pas"
"This application is visible on the front";"Cette application est visible sur le front"
"This option enables you to set the currency used in your app";"Cette option vous permet de définir la monnaie utilisée dans votre application"
"This page will be displayed to mobile users to enable them to login and manage their account. It is automatically added when you use features which need user login.";"Cette page sera affichée aux utilisateurs mobiles pour leur permettre d'identifier et de gérer leur compte. Elle est automatiquement ajoutée lorsque vous utilisez des fonctions qui impliquent une connexion d'utilisateur."
"This user can access the pages locked by the ""Locker"" feature";"Cet utilisateur peut accéder aux pages verrouillées par la fonction ""Locker"""
"This user is visible in ranking";"Cet utilisateur est visible dans le classement"
"To be able to download source codes, please provide the following information:<br />";"Pour pouvoir télécharger les codes source, se il vous plaît fournir les informations suivantes:<br/>"
"Travel";"Voyage"
"URL";"URL"
"URL Key";"Clé URL"
"Use into all of your application's pages";"Utilisez dans toutes les pages de votre application"
"Use this coupon";"Bouton"
"Used points";"Points utilisés"
"User";"Utilisateur"
"User Information";"Information utilisateur"
"Users";"Utilisateurs"
"Utilities";"Utilitaires"
"Version";"Version"
"Weather";"Météo"
"You can download your QRCode by";"Vous pouvez télécharger votre QRCode"
"You can download your QRCode by <a class=""f-bold"" href=""%s"">clicking here</a>";"Vous pouvez télécharger votre QRCode <a class=""f-bold"" href=""%s"">ici</a>"
"You don't have any applications yet";"Vous n'avez pas encore d'applications"
"You have already sent a certificate";"Vous avez déjà envoyé un certificat"
"You have sent a certificate.";"Vous avez envoyé un certificat."
"You have to create a Google account before publishing your application. <a href=""https://play.google.com/apps/publish/signup"" target=""_blank"">Click here to create one.</a>";"Vous devez créer un compte Google avant de publier votre application. <a href=""https://play.google.com/apps/publish/signup"" target=""_blank"">Cliquez ici pour en créer un</a>"
"You have to create an Apple account before publishing your application. <a href=""https://developer.apple.com/register/index.action"" target=""_blank"">Click here to create one.</a>";"Vous devez créer un compte Apple avant de publier votre application. <a href=""https://developer.apple.com/register/index.action"" target=""_blank"">Cliquez ici pour en créer un.</a>"
"You haven't chosen any template yet";"Vous n'avez pas encore choisi de modèle"
"You may not delete a library icon";"Vous ne pouvez pas supprimer une icône de la librairie"
"You must have published your application to access this feature";"Vous devez avoir publié votre application à accéder à cette fonctionnalité"
"Your CNAME is properly set";"Votre CNAME est correctement configuré"
"Your application in few numbers";"Votre application en quelques chiffres"
"Your best customers";"Vos meilleurs clients"
"Your customers in figures";"Vos clients en chiffres"
"Your domain key ""%s"" is not valid.";"Votre clé de domaine ""%s"" n'est pas valable."
"Your mobile address should not contain special characters";"Votre adresse mobile ne devrait pas contenir des caractères spéciaux"
"Your pages";"Vos pages"
"clicking here";"Cliquez ici"
"iOS Certificate";"Certificat iOS"
"iPad Retina:";"iPad Retina:"
"iPhone 5 / 5S:";"iPhone 5 / 5S:"
"iPhone 6 Plus:";"iPhone 6 Plus:"
"iPhone 6:";"iPhone 6:"
"iPhone Version";"Version iPhone"
"icon";"icone"
"logo";"logo"
"times";"Temps"
"to add a subfolder.";"Ajouter un sous-dossier."
"%d Unread Message";"%d message non lus"
"%d Unread Messages";"%d messages non lus"
"Account";"Compte"
"Change the password";"Changer le mot de passe"
"Click to mark as not read";"Cliquez pour marquer comme non lu"
"Click to mark as read";"Cliquez pour marquer comme lu"
"Create a user";"Créer un utilisateur"
"Edit the account ""%s""";"Editer le compte ""%s"""
"Edit the user";"Editer l'utilisateur"
"Enter your credentials:";"Entrez vos informations:"
"List of backoffice accounts";"Liste des comptes du backoffice"
"List of the messages";"Liste des messages"
"Login to your backoffice interface";"Connectez-vous à votre interface de backoffice"
"People who are allowed to access the backoffice";"Les comptes qui sont autorisés à accéder au backoffice"
"Siberian CMS";"Siberian CMS"
"This account can't be deleted, it's the only one";"Ce compte ne peut pas être supprimé, il est le seul"
"User successfully deleted";"Utilisateur supprimé avec succès"
"View Details";"Voir les détails"
"Your new password";"Votre nouveau mot de passe"
"Your password";"Votre mot de passe"
"Booking details";"Détails de la réservation"
"Booking details:";"Détails de la réservation :"
"Booking subject:";"Sujet de la réservation :"
"Comment:";"Commentaire :"
"Date and time";"Date et heure"
"Date and time:";"Date et heure :"
"Email address:";"Adresse email :"
"Enter the location name and contact email:";"Saisissez le nom et l'email du lieu :"
"First name / Last name";"Nom / Prénom"
"Here are his personal information:";"Voici ses informations personnelles :"
"Name:";"Nom :"
"Nom du lieu :";"Nom du lieu :"
"People number:";"Nombre de personnes :"
"Phone number:";"Numéro de téléphone :"
"Please fill out the following fields: ";"Veuillez remplir les champs suivants :<br />"
"Please fill out the following fields:<br />";"Veuillez renseigner correctement les champs suivants : <br />"
"Please, choose a store";"Veuillez saisir le nom du lieu"
"Thank you for your request. We'll answer you as soon as possible.";"Nous vous remercions pour votre message. Nous vous répondrons dans les plus brefs délais."
"The booking information";"Le motif de la réservation"
"The booking informations";"Informations de réservation"
"The date and time of the booking";"La date et heure de réservation"
"The number of people";"Le nombre de personnes"
"You have received a message for the booking of";"Vous avez reçu un message de réservation de"
"Your phone number or email address";"Votre téléphone ou adresse email"
"%s - All";"%s - Tout"
"%s – All";"%s – Tout"
"Add a category";"Ajouter une catégorie"
"Add a format";"Ajouter un format"
All;Toutes
"An error occurred while loading your product.";"Une erreur est survenue lors du chargement de votre produit."
"An error occurred while saving the category. Please try again later.";"Une erreur est survenue lors de la sauvegarde de votre catégorie. Merci de réessayer ultérieurement."
"An error occurred while saving the product. Please try again later.";"Une erreur est survenue lors de la sauvegarde du produit. Merci de réessayer ultérieurement."
"An error occurred while saving the set meal. Please try again later.";"Une erreur est survenue lors de la sauvegarde du menu. Merci de réessayer ultérieurement."
"An error occurred while saving. One of your categories could not be identified.";"Une erreur est survenue lors de la sauvegarde. Une catégorie n'a pas pu être identifiée."
"An error occurred while saving. One of your products could not be identified.";"Une erreur est survenue lors de la sauvegarde. Un produit n'a pas pu être identifiée."
"Are you sure you want to delete this product?";"Êtes-vous sûr de vouloir supprimer ce produit ?"
Category;Catégorie
"Choose a category";"Choisissez une catégorie"
"Choose a subcategory";"Choisissez une sous-catégorie"
"Click on a category to display sub-categories";"Cliquez sur une catégorie pour afficher les sous-catégories"
"Create a new product";"Créer un nouveau produit"
"Does this product have many formats?";"Ce produit a-t-il plusieurs formats ?"
"Edit the";"Modifiez l'"
"Edit the product";"Modifier le produit"
Format;Format
Picture;Illustration
Price;Prix
Product;Produit
"Product formats";"Formats du produit"
"Product name";"Nom du produit"
Rules;Condition
"Set meal successfully deleted.";"Menu supprimé avec succès."
"Set meal successfully saved.";"Menu sauvegardé avec succès."
Sub-category;Sous-catégorie
st;er
sub-category;sous-catégorie
".mp4 or .3gp format";"format .mp4 ou .3gp"
"Add ";"Ajoutez des"
"Add sections:";"Ajouter des éléments :"
Address:;"Adresse :"
Alignment:;"Alignement :"
"An error occurred while saving your page.";"Une erreur est survenue lors de la sauvegarde de votre page."
"Are you sure you want to delete this page?";"Êtes-vous sûr de vouloir supprimer cette page ?"
"Display address";"Afficher l'adresse"
"Display location button";"Afficher le bouton de localisation"
Label;Libellé
Label:;"Libellé :"
Large;Grand
"Loading picture:";"Image de chargement :"
"Make a search or enter the Youtube Url:";"Saisissez votre recherche ou l'url Youtube :"
Medium;Moyen
"My Youtube video:";"Votre vidéo Youtube :"
"My video";"Ma vidéo"
"No videos matching your selection";"Aucune vidéo ne correspond à votre sélectionNo videos matching your selection"
"Page successfully deleted";"Page supprimée avec succès"
"Page successfully saved";"Page sauvegardée avec succès"
"Podcast URL:";"Adresse du podcast :"
"Select a button type:";"Sélectionnez un type de bouton :"
"Select a video type:";"Sélectionnez un type de vidéo :"
Small;Petit
"Video URL:";"Adresse de la vidéo :"
"Your Podcast:";"Votre Podcast :"
"'Near me' radius (in km):";"'Près de moi' rayon (en km):"
"An error occurred while deleting this answer. Please try again later.";"Une erreur est survenue lors de la suppression de  la réponse. Merci de réessayer ultérieurement"
"Create a news:";"Créez une info :"
"Hide this info";"Masquer cette actu"
"Information successfully deleted";"Info supprimée avec succès"
"Information successfully hidden";"Info cachée avec succès"
"Information successfully saved";"Info sauvegardée avec succès"
"Information successfully shown";"Info affichée avec succès"
"Insert a";"Insérez une"
"It will be visible only after validation by our team.";"Il ne sera visible qu'après validation de notre équipe."
"My customers answers";"Réponses de mes clients"
"My customers' comments";"Les commentaires de mes clients"
"Near me";"Proche de moi"
"Near me settings";"Paramètres proche de moi"
Post;Poste
"Publishing date";"Date de publication"
Radius;Rayon
"Radius must be a valid numeric value.";"Le rayon doit être une valeur numérique valide."
"Radius must be provided.";"Le rayon doit être indiqué."
Recent;Récent
"Show this info";"Afficher cette actu"
"There is no comment for this news";"Il n'y a pas de commentaire pour cette actu"
"Was flagged as inappropriate";"A été marquée comme inappropriée"
"You can't like more than once the same news";"Vous ne pouvez pas aimer plusieurs fois la même actualité."
"You need to be connected to create a post";"Vous devez être connecté pour créer un poste"
"Your flag has successfully been notified";"Votre pavillon a été notifiée avec succès"
"Your like has been successfully added";"Votre <i>like</i> a bien été pris en compte."
"Your message has been successfully saved.";"Votre message a bien été pris en compte."
"Your post was successfully added";"Votre message a été ajouté avec succès"
"An error occurred while saving your contact informations.";"Une erreur est survenue lors de la sauvegarde de vos données de contact."
"An error occurred while sending your request. Please try again later.";"Une erreur est survenue lors de l'envoi de votre demande. Merci de réessayer ultérieurement."
"And his phone number:";"Et son numéro de téléphone :"
"Are you sure you want to remove the picture?";"tes-vous sûr de vouloir supprimer l'image ?"
City;Ville
"Contact information";Coordonnées
"Contact informations";"Informations de contact"
"Here is his email:";"Voici son email :"
"Here is his message:";"Voici son message :"
"Please enter properly the following fields: <br />";"Veuillez renseigner correctement les champs suivants : <br />"
Twitter;Twitter
Website;"Site web"
"You have received a message from a contact:";"Vous avez reçu un message d'un contact :"
"Your email";"Votre email"
"Your message has been sent";"Votre message a été envoyé"
"Your request";"Votre demande"
"Zip code";"Code postal"
"%s - Account creation";"%s - Création de compte"
"%s - Your new password";"%s - Votre nouveau mot de passe"
"%s – Account creation";"%s - Création du compte"
"%s – Your new password";"%s - Votre nouveau mot de passe"
"A request to reset your password has been made.";"Une requête pour "
"An error occurred while connecting to your Facebook account. Please try again later";"Une erreur est survenue lors de la tentative de connexion avec votre compte Facebook. Merci de réessayer ultérieurement."
"Are you sure you want to remove this user?";"Êtes-vous sûr de vouloir supprimer cet utilisateur?"
"Change Password";"Changer le mot de passe"
Congratulations,;Félicitations,
Create;Créer
"Create a new user";"Créez un nouvel utilisateur"
"Create an account";"Créez un compte"
Customer;Client
Customers;Clients
Disconnect;Déconnexion
"Edit the user %s";"Modifier l'utilisateur %s"
"First name";Prénom
"Forgot your password?";"Mot de passe oublié ?"
Gender;Civilité
"Here are your credentials:";"Voici vos identifiants"
"I accept the <u>privacy policy</u>";"J'accepte les <u>privacy policy</u>"
"If you encounter any problems, do not hesitate to contact us:";"Si vous rencontrez un problème, n'hésitez pas à nous contacter :"
"Last name";"nom de famille"
Login:;"Login :"
Miss;Mlle
Mr;M
Mrs;Mme
"My Account";"Mon compte"
"My application's users";"Les utilisateurs de mon application"
"Old Password";"Ancien mot de passe"
"Or with your account";"Ou avec votre compte"
"Please enter your email address. We'll send you your password right now.";"Veuillez indiquer l'adresse email. Nous vous envoyons dans l'instant un nouveau mot de passe."
"Please log in with your mobile phone";"Veuillez utiliser votre mobile pour vous connecter"
"Privacy Policy";"Privacy Policy"
"See you soon,";bientôt,
"Show me in ranking";"Apparaître dans le classement"
"The old email address does not match the entered email address.";"Votre adresse email ne correspond pas à l'adresse email saisie dans la confirmation."
"This user can access the pages locked by the ""Locker"" feature";"Cet utilisateur peut accéder aux pages verrouillées par la fonction ""Locker"""
"This user is visible in ranking";"Cet utilisateur est visible dans le classement"
User;utilisateur
"User Information";"Informations utilisateur"
Users;utilisateurs
"We are sorry but the %s account is already linked to one of our customers";"Nous sommes désolés mais ce compte %s est déjà lié à un de nos clients"
"You have created your account. With this account, you will be able to enjoy great offers available in our application.";"Vous avez créé votre compte. Avec ce compte, vous serez en mesure de profiter des meilleurs offres disponibles dans notre application."
"Your account has been successfully saved";"Votre compte a été sauvegardé avec succès"
"404, page not found";"404, page non trouvée"
"APIs";"APIs"
"Accounts";"Comptes"
"Actions";"Actions"
"Add";"Ajouter"
"Add a";"Ajoutez une"
"Add image";"Ajouter une image"
"Address";"Adresse"
"All items";"Tout"
"Allow all the users by default: ";"Autoriser tous les utilisateurs par défaut:"
"An error occurred during process. Please try again later.";"Une erreur est survenue lors du traitement. Veuillez réessayer ultérieurement."
"An error occurred during the process. Please try again later.";"Une erreur est survenue lors du traitement. Veuillez réessayer ultérieurement."
"An error occurred while loading places.";"Une erreur s'est produite lors du chargement de lieux ."
"An error occurred while loading. Please try again later.";"Une erreur est survenue lors du chargement. Veuillez de réessayer ultérieurement."
"An error occurred while loading. Please, try again later.";"Une erreur est survenue lors du chargement. Veuillez de réessayer ultérieurement."
"An error occurred while saving";"Une erreur est survenue lors de la sauvegarde."
"An error occurred while saving your account. Please try again later.";"Une erreur est survenue lors de la sauvegarde du compte. Merci de réessayer ultérieurement"
"An error occurred while saving your picture. Please try againg later.";"Une erreur est survenue lors de l'enregistrement de votre image. Merci de réessayer ultérieurement."
"An error occurred while saving. Please try again later.";"Une erreur est survenue lors de la sauvegarde. Veuillez réessayer ultérieurement."
"An error occurred while saving. Please, try again later.";"Une erreur est survenue lors de la sauvegarde. Veuillez réessayer ultérieurement."
"An error occurred while uploading your file. Please, try again later.";"Une erreur est survenue lors du téléchargement du fichier. Veuillez réessayer ultérieurement."
"An unexpected error occurred while calculating the route.";"Une erreur inattendue s'est produite lors du calcul de l'itinéraire."
"Appearance";"Apparence"
"Application";"Application"
"Application Name";"Nom de l'application"
"Applications";"Applications"
"Are you sure you want to delete this element?";"Êtes-vous sûr de vouloir supprimer cet élément ?"
"Are you sure you want to remove this account?";"tes-vous sûr de vouloir supprimer ce compte ?"
"Authentication failed. Please check your email and/or your password";"Authentification impossible. Merci de vérifier votre email et/ou votre mot de passe"
"Back";"Retour"
"Background";"Fond"
"Booking";"Réservation"
"Browse";"Parcourir"
"Calendar";"Calendrier"
"Can only be used once";"Utilisable une seule fois"
"Cancel";"Annuler"
"Cart";"Panier"
"Change password";"Modifier le mot de passe"
"City";"Ville"
"City:";"Ville :"
"Close";"Fermer"
"Comment";"Commentaire"
"Comments";"Commentaires"
"Communication";"Communication"
"Company";"Société"
"Coms";"Coms"
"Conditions";"Conditions"
"Confirm Password";"Confirmer le mot de passe"
"Confirm new password";"Confirmer le nouveau mot de passe"
"Contact successfully added to your address book";"Contact ajouté à votre carnet d'adresses"
"Contest";"Concours"
"Country";"Pays"
"Create";"Créer"
"Create a new account";"Création d'un compte"
"Created at";"Créé le"
"Currency";"Devise"
"Current password";"Ancien mot de passe"
"Custom Page";"Page"
"Custon Page";"Page"
"Dashboard";"Dashboard"
"Date of birth";"Date de naissance"
"Date of birth:";"Date de naissance :"
"Default Languages";"Langue par défaut"
"Delete";"Supprimer"
"Description";"Descriptif"
"Description:";"Description :"
"Details";"Détails"
"Discount";"Promo"
"Edit";"Edition"
"Editing";"Création"
