"An error occurred while editing file (%s).";"S'ha produït un error en editar el fitxer (% s)."
"An error occurred while loading";"S'ha produït un error durant la càrrega"
"An error occurred while saving the application. Please try again later.";"S'ha produït un error en desar la aplicació. Intenta-ho de nou més tard."
"An error occurred while saving your colors.";"S'ha produït un error en desar els seus colors."
"An error occurred while saving your page name.";"S'ha produït un error en desar la vostra nom de la pàgina."
"An error occurred while saving. The selected icon is not valid.";"S'ha produït un error en desar. La icona seleccionat no és vàlid."
"An error occurred while sorting your pages. Please try again later.";"S'ha produït un error en ordenar a les seves pàgines. Intenta-ho de nou més tard."
Analytics;Analítica
"Android APK Generation";"Android APK Generació"
"Android Version";"Versió Android"
"App Store Icon";"App Store Icona"
"Apple's Information";"Informació d'Apple"
"Application name";"Nom de l'aplicació"
"Are you sure you want to remove this application?";"Segur que vols eliminar aquesta aplicació?"
"At least 200 characters in the description";"Almenys 200 caràcters en la descripció"
"At least, 4 pages in the application";"Si més no, 4 pàgines de l'aplicació"
Audio;Àudio
"Average by customer";"Mitjana per client"
Book;Book
"Bundle Id";"Bundle Aneu"
Business;Negocis
"Buy one, get one!";"Compri un, aconseguir un!"
Catalogs;Catàlegs
Certificate;Certificat
"Change your";"Canvieu la seva"
"Change your template";"Canvieu la seva plantilla"
"Change your<br /><span>picture</span>";"Canvia el teu <br /> <span> foto </ span>"
"Checking CNAME configuration:";"Comprovació de la configuració CNAME:"
"Choose a <br /><span class=""bold"">picture</span>";"Triar un <br /> <span class = ""bold""> foto </ span>"
"Choose a country";"Tria un país"
"Choose a font family";"Triar una família de fonts"
"Choose a template to customize";"Trieu una plantilla de personalitzar"
"Choose your colors";"Trieu els colors"
"Choose your country";"Trieu seu país"
"Choose your design";"Triï el seu disseny"
"Choose your font style";"Triï el seu estil de font"
"Choose your homepage image";"Tria la teva imatge homepage"
"Choose your icons color";"Triï el seu color d'icones"
"Choose your layout";"Seleccioneu la presentació del"
"Choose your template";"Trieu la seva plantilla"
"Click here to download the source code:";"Feu clic aquí per descarregar el codi font:"
"Click here to send your certificate";"Feu clic aquí per enviar el seu certificat"
Colors;"De color"
"Dashboard icon";"Icona de Dashboard"
Deactivated;Desactivat
"Delete this page?";"Eliminar aquesta pàgina?"
Design;Disseny
"Developer Accounts";"Comptes Desenvolupador"
"Device Information";"Informació del dispositiu"
"Discount zone description. Here your clients will be able to see the details of each discount";"Descripció de la zona Descompte. Aquí els clients podran veure els detalls de cada descompte"
Domain;Domini
"Domain name";"Nom de domini"
Download;Descarregar
"Download our app previewer";"Descarrega la nostra aplicació de vista prèvia"
"Drop your certificate here";"Caiguda del seu certificat aquí"
"Edit my";"Edita la meva"
"Edit the application ""%s""";"Editeu l'aplicació ""% s"""
Editor;Editor
Education;Educació
Entertainment;Entreteniment
"Extension not allowed, '%s' only";"L'extensió no permesa, '% s' només"
Features;Característiques
Finance;Finances
"Food & Drink";"Menjar i beure"
"Fred W.";"Fred W."
Games;Jocs
"General Information";"Informació General"
"General information";"Informació general"
"Global visits";"Visites globals"
"Google Play Icon";"Google Play Icona"
"Google's Information";"Informació de Google"
"Health & Fitness";"Salut i exercici"
"Here is our latest creation. What do you think?";"Aquí està la nostra última creació. Què penses?"
"Homepage preview";"Pàgina de vista prèvia"
"I don't have a Google developer account and I want to create one";"No tinc un compte de desenvolupador de Google i vull crear-ne un"
"I don't have an Apple developer account and I want to create one";"No tinc un compte de desenvolupador d'Apple i vull crear-ne un"
"I have an Apple developer account";"Tinc un compte de desenvolupador d'Apple"
"I have an Google developer account";"Tinc un compte de desenvolupador de Google"
"I let you publish my application under your Apple developer account";"Vaig deixar que es publica la meva sol·licitud en el seu compte de desenvolupador d'Apple"
"I let you publish my application under your Google developer account";"Vaig deixar que es publica meva sol·licitud sota el seu compte de desenvolupador Google"
Icons;Icones
Id;Identificació
"If you validate, your app's colors and background image will be replaced";"Si valida, seran reemplaçats imatge de fons els colors de la seva aplicació i"
"Installed application";"Aplicació instal·lada"
"Key Password";"Contrasenya de clau"
Keywords;"Paraules clau"
"Last name:";Cognom:
"Library icons";"Icones Biblioteca"
Lifestyle;"Estil de vida"
"List of my applications";"Llista de les meves aplicacions"
"List of your applications";"Llista d'aplicacions"
Loading;Carregant
"Lock the entire application";"Bloquejar tota l'aplicació"
"Love it <3";"Love it <3"
Main;Inici
"Manage icons";"Administrar icones"
Media;"Mitjans de comunicació"
Medical;Metge
"Missing Information";"Falta informació"
"Mobile Source Codes";"Codis de Fonts Mòbils"
"Mobile source codes";"Codis de fonts mòbils"
"Mobile website information";"Informació del lloc web mòbil"
"My QRCode";"El meu QRCode"
"My application in figures";"El meu aplicació en xifres"
Navigation;Navegació
News;Notícies
"One free coffee";"Un cafè gratis"
"Or go on your store<br />and look for ""Apps Company Previewer""";"O anar en el seu <br /> botiga i buscar ""Aplicacions Empresa Previewer"""
"Page name:";"Nom de la pàgina:"
"Percentage of returning customers";"Percentatge de clients que tornen"
"Photo & Video";"Foto i Vídeo"
"Please enter a correct URL for the %s store";"Introduïu un URL correcta per al magatzem% s"
"Please enter a subdomain.";"Posa un subdomini."
"Please enter a valid URL";"Si us plau introdueixi una URL vàlida"
"Please enter a valid address";"Si us plau introdueixi una adreça vàlida"
"Please enter a valid mobile website address.";"Introduïu una adreça de lloc web per a mòbils vàlida."
Preview;Preestrena
Productivity;Productivitat
Promote;Promoure
Publication;Publicació
"Publish the application";"Publiqui l'aplicació"
"Publish under our account";"Publicar sota nostre compte"
"Ready ? Publish my app!";"A punt? Publicar la meva aplicació!"
"Recommanded size:";"Mida Recommanded:"
Reference;Referència
"Remove this page from this folder?";"Eliminar a aquesta pàgina des d'aquesta carpeta?"
"Scan this QR Code";"Escaneja aquest Codi QR:"
"Scan this QR Code:";"Escaneja aquest Codi QR:"
"Secondary category";"Categoria Secundària"
"Secondary category<br />(Optional)";"/> <Br Categoria Secundària (Opcional)"
"Send here your iOS certificate to enable the push notifications for this application.";"Envia aquí el teu certificat de iOS per permetre a les notificacions push per a aquesta aplicació."
"Send you .pem certificate";"Enviar vostè .pem certificat"
"Show the applications waiting for publication only.";"Mostrar les aplicacions que esperen única publicació."
"Social Networking";"Xarxes socials"
Sports;Esports
"Startup image";"Imatge d'inici"
Status;"Estat Botiga"
"Store Password";Contrasenya
"Store URL";"URL botiga"
"Stores Info";"Botigues Info"
"The Bundle Id is required";"Es requereix que el paquet Aneu"
"The QR Code is not available at this moment";"El Codi QR no està disponible en aquest moment"
"The application has been successfully saved";"L'aplicació ha estat guardat amb èxit"
"The application name";"El nom de l'aplicació"
"The application's name cannot start with a number";"El nom de l'aplicació no pot començar amb un nombre"
"The description";"La descripció"
"The description must be at least 200 characters";"La descripció ha de tenir almenys 200 caràcters"
"The desktop icon";"La icona de l'escriptori"
"The entered bundle id is incorrect, it should be like: com.siberiancms.app";"L'ID de paquet introduït és incorrecte, ha de ser com: com.siberiancms.app"
"The field is required";"Es requereix que el camp de"
"The file has been successfully uploaded";"El fitxer s'ha pujat correctament"
"The following information are needed to download the source codes:<br />";"La següent informació es necessita per descarregar el codi font: <br />"
"The homepage image";"La imatge de la pàgina principal"
"The key cannot be empty.";"La clau no pot estar buit."
"The key is already used by another application.";"La clau ja és utilitzat per una altra aplicació."
"The keywords";"Les paraules clau"
"The main category";"La categoria principal"
"The startup image";"La imatge d'inici"
"This application does not exist";"Aquesta aplicació no existeix"
"This application is visible on the front";"Aquesta aplicació és visible a la part frontal"
"This key is already used by system features.";"Aquesta clau és utilitzat per les característiques del sistema."
"This option enables you to set the currency used in your app";"Aquesta opció us permet establir la moneda utilitzada en la seva aplicació"
"This page will be displayed to mobile users to enable them to login and manage their account. It is automatically added when you use features which need user login.";"Aquesta pàgina es mostrarà als usuaris mòbils perquè puguin accedir i administrar el seu compte. S'afegeix automàticament quan utilitzeu les opcions que necessiten connexió de l'usuari."
"To be able to download source codes, please provide the following information:<br />";"Per poder descarregar els codis font, si us plau proporcioni la següent informació: <br />"
Travel;Viatges
URL;URL
"URL Key";"URL clau"
"Use into all of your application's pages";"Utilitzeu en totes les pàgines de la seva aplicació"
"Used points";"Utilitzem els punts"
"User Information";"Informació de l'usuari"
Utilities;Utilitats
Version;Versió
Weather;Temps
"You already have sent a certificate.";"Vostè ja ha enviat un certificat."
"You can download your QRCode by <a class=""f-bold"" href=""%s"">clicking here</a>";"Podeu descarregar el QRCode per <a class=""f-bold"" href=""%s""> clic aquí </a>"
"You can't use this domain.";"No es pot utilitzar aquest domini."
"You don't have any applications yet";"No té cap aplicació encara"
"You have already sent a certificate";"Vostè ja ha enviat un certificat"
"You have sent a certificate.";"Has enviat un certificat."
"You have to create a Google account before publishing your application. <a href=""https://play.google.com/apps/publish/signup"" target=""_blank"">Click here to create one.</a>";"Has de crear un compte de Google abans de la publicació de la seva aplicació. <a href=""https://play.google.com/apps/publish/signup"" target=""_blank""> Feu clic aquí per crear un. </a>"
"You have to create an Apple account before publishing your application. <a href=""https://developer.apple.com/register/index.action"" target=""_blank"">Click here to create one.</a>";"Has de crear un compte d'Apple abans de la publicació de la seva aplicació. <a href=""https://developer.apple.com/register/index.action"" target=""_blank""> Feu clic aquí per crear un. </a>"
"You haven't chosen any template yet";"No ha triat qualsevol plantilla encara"
"You may not delete a library icon";"No podeu esborrar una icona de la biblioteca"
"You must have published your application to access this feature";"Vostè ha d'haver publicat la seva sol·licitud per accedir a aquesta funció"
"Your CNAME is properly set";"La seva CNAME és correcte"
"Your best customers";"Els seus millors clients"
"Your customers in figures";"Els seus clients en xifres"
"Your domain key ""%s"" is not valid.";"La seva clau de domini ""% s"" no és vàlid."
"Your mobile address should not contain special characters";"La seva adreça de mòbil no ha de contenir caràcters especials"
"Your pages";"Les seves pàgines"
"iOS Certificate";"Certificat iOS"
"iPad Retina:";"iPad Retina:"
"iPhone 5 / 5S:";"iPhone 5 / 5S:"
"iPhone 6 Plus:";"iPhone 6 Plus:"
"iPhone 6:";"iPhone 6:"
"iPhone Version";"Versió iPhone"
icon;icona
logo;logo
times;vegades
"%d Unread Message";"% D missatge no llegit"
"%d Unread Messages";"% D missatges no llegits"
"Account";"compte"
"Change the password";"Canviar la contrasenya"
"Click to mark as not read";"Feu clic per marcar com no llegit"
"Click to mark as read";"Feu clic per marcar com llegit"
"Create a user";"Crear un usuari"
"Edit the account ""%s""";"Editeu el compte ""% s"""
"Edit the user";"Editeu l'usuari"
"Enter your credentials:";"Introdueixi les seves credencials:"
"List of backoffice accounts";"Llista de comptes de backoffice"
"List of the messages";"Llista dels missatges"
"Login to your backoffice interface";"Accedeix al teu interfície de backoffice"
"People who are allowed to access the backoffice";"Les persones que tenen permís per accedir al backoffice"
"Siberian CMS";"Siberian CMS"
"This account can't be deleted, it's the only one";"Aquest compte no es pot eliminar, és l'únic"
"User successfully deleted";"Usuari eliminat correctament"
"View Details";"veure detalls"
"Your new password";"La seva nova contrasenya"
"Your password";"la seva contrasenya"
"Booking details";"Dades de la reserva"
"Booking details:";"Dades de la reserva:"
"Booking subject:";"Subjecte de reserva:"
Comment:;comentari:
"Date and time";"Data i hora"
"Date and time:";"Data i hora:"
"Email address:";"Adreça de correu electrònic:"
"Enter the location name and contact email:";"Introduïu el nom de la ubicació i correu electrònic de contacte:"
"First name / Last name";"Nom / Cognoms"
"Here are his personal information:";"Heus aquí les seves dades personals:"
Name:;nom:
"Nom du lieu :";"Nom du lieu:"
"People number:";"Nombre de persones:"
"Phone number:";"Número de telèfon:"
"Please fill out the following fields: ";"Si us plau, ompli els següents camps:"
"Please fill out the following fields:<br />";"Si us plau, ompli els següents camps: <br />"
"Please, choose a store";"Si us plau, tria una botiga"
"Thank you for your request. We'll answer you as soon as possible.";"Gràcies per la seva sol·licitud. Li contestarem el més aviat possible."
"The booking information";"La informació de la reserva"
"The booking informations";"Les informacions de reserva"
"The date and time of the booking";"La data i hora de la reserva"
"The number of people";"El nombre de persones"
"You have received a message for the booking of";"Ha rebut un missatge de la reserva de"
"Your phone number or email address";"El seu número de telèfon o correu electrònic adreça"
"%s - All";"% S - Tots"
"Add a category";"Afegir una categoria"
"Add a format";"Afegir un format"
All;tots
"An error occurred while loading your product.";"S'ha produït un error en carregar el producte."
"An error occurred while saving the category. Please try again later.";"S'ha produït un error en desar la categoria. Intenta-ho de nou més tard."
"An error occurred while saving the product. Please try again later.";"S'ha produït un error en desar el producte. Intenta-ho de nou més tard."
"An error occurred while saving the set meal. Please try again later.";"S'ha produït un error en guardar el joc menjar. Intenta-ho de nou més tard."
"An error occurred while saving. One of your categories could not be identified.";"S'ha produït un error en desar. Un dels seus categories no van poder ser identificats."
"An error occurred while saving. One of your products could not be identified.";"S'ha produït un error en desar. Un dels seus productes no van poder ser identificats."
"Are you sure you want to delete this product?";"Segur que vols eliminar aquest producte?"
Category;categoria
"Choose a category";"Tria una categoria"
"Choose a subcategory";"Seleccioneu una subcategoria"
"Click on a category to display sub-categories";"Feu clic en una categoria per mostrar les subcategories"
"Create a new product";"Crear un nou producte"
"Does this product have many formats?";"Aquest producte té molts formats?"
"Edit the";"Edita el"
"Edit the product";"Editeu el producte"
Format;format
Picture;imatge
Price;preu
Product;producte
"Product formats";"execució dels productes"
"Product name";"nom del producte"
Rules;regles
"Set meal successfully deleted.";"Dinar del set eliminat correctament."
"Set meal successfully saved.";"Dinar del set guardat correctament."
Sub-category;Sub-categoria
st;st
sub-category;subcategoria
".mp4 or .3gp format";"format .3gp .mp4"
"Add ";Afegir
"Add sections:";"Afegir seccions:"
Address:;direcció:
Alignment:;alineació:
"An error occurred while saving your page.";"S'ha produït un error en desar la pàgina."
"Are you sure you want to delete this page?";"Segur que vols esborrar aquesta pàgina?"
"Display address";"direcció de pantalla"
"Display location button";"Display botó de la localització"
Label;etiqueta
Label:;etiqueta:
Large;gran
"Loading picture:";"Carregant imatge:"
"Make a search or enter the Youtube Url:";"Fer una recerca o introduïu l'URL de YouTube:"
Medium;medi
"My Youtube video:";"El meu Youtube vídeo:"
"My video";"El meu vídeo"
"No videos matching your selection";"No hi ha vídeos que coincideixin amb la seva selecció"
"Page successfully deleted";"Pàgina eliminat correctament"
"Page successfully saved";"Pàgina guardat correctament"
"Podcast URL:";"URL Podcast:"
"Select a button type:";"Seleccioneu un tipus de botó:"
"Select a video type:";"Seleccioneu un tipus de vídeo:"
Small;petit
"Video URL:";"URL de vídeo:"
"Your Podcast:";"El seu Podcast:"
"'Near me' radius (in km):";"prop de mi ""Prop de mi 'ràdio (en km):"
"An error occurred while deleting this answer. Please try again later.";"S'ha produït un error en suprimir aquesta resposta. Intenta-ho de nou més tard."
"Create a news:";"Crear una notícia:"
"Hide this info";"Ocultar aquesta informació"
"Information successfully deleted";"Informació eliminat correctament"
"Information successfully hidden";"Informació oculta amb èxit"
"Information successfully saved";"Informació guardat correctament"
"Information successfully shown";"Informació mostra amb èxit"
"Insert a";"inseriu un"
"It will be visible only after validation by our team.";"Serà visible només després de validació pel nostre equip."
"My customers answers";"Els meus clients respostes"
"My customers' comments";"Comentaris dels meus clients"
"Near me";"prop de mi"
"Near me settings";"Prop de mi ajustos"
Post;lloc
"Publishing date";"data de publicació"
Radius;ràdi
"Radius must be a valid numeric value.";"El radi ha de ser un valor numèric vàlid."
"Radius must be provided.";"El radi ha de ser proporcionada."
Recent;recent
"Show this info";"Mostra aquesta informació"
"There is no comment for this news";"No hi ha comentaris per aquesta notícia"
"Was flagged as inappropriate";"Va ser marcat com inadequada"
"You can't like more than once the same news";"Vostè no pot rebre més d'una vegada la mateixa notícia"
"You need to be connected to create a post";"Has d'estar connectat per crear un lloc"
"Your flag has successfully been notified";"La seva bandera èxit ha estat notificada"
"Your like has been successfully added";"El teu com ha estat afegit amb èxit"
"Your message has been successfully saved.";"El seu missatge ha estat guardat amb èxit."
"Your post was successfully added";"El teu missatge s'ha afegit correctament"
"An error occurred while saving your contact informations.";"S'ha produït un error en guardar les seves informacions de contacte."
"An error occurred while sending your request. Please try again later.";"S'ha produït un error en enviar la seva sol·licitud. Intenta-ho de nou més tard."
"And his phone number:";"I el seu número de telèfon:"
"Are you sure you want to remove the picture?";"Esteu segur que voleu eliminar la imatge?"
City;Ciutat
"Contact information";"informació del contacte"
"Here is his email:";"Heus aquí el seu correu electrònic:"
"Here is his message:";"Heus aquí el missatge:"
"Please enter properly the following fields: <br />";"Si us plau introduïu correctament els següents camps: <br />"
Twitter;Twitter
Website;"lloc web"
"You have received a message from a contact:";"Ha rebut un missatge d'un contacte:"
"Your email";"El seu correu electrònic"
"Your message has been sent";"El seu missatge ha estat enviat"
"Your request";"la seva petició"
"Zip code";"codi postal"
"%s - Account creation";"% S - La creació de comptes"
"%s - Your new password";"% S - La seva nova contrasenya"
"A request to reset your password has been made.";"Una sol·licitud per restablir la contrasenya s'ha fet."
"An error occurred while connecting to your Facebook account. Please try again later";"S'ha produït un error en connectar amb el teu compte de Facebook. Torneu-ho de nou més tard"
"Are you sure you want to remove this user?";"Segur que vols eliminar aquest usuari?"
"Change Password";"Canviar La Contrasenya"
Congratulations,;Felicitats,
Create;Crear
"Create a new user";"Crea un nou usuari"
"Create an account";"Crea un compte"
Customer;Client
Customers;Clients
Disconnect;Desconnectar
"Edit the user %s";"Editeu l'usuari% s"
"First name";"Nom de pila"
"Forgot your password?";"Perdut la contrasenya?"
Gender;Gènere
"Here are your credentials:";"Aquí estan els seus credencials:"
"I accept the <u>privacy policy</u>";"Accepto <u> la política de privacitat </ u>"
"If you encounter any problems, do not hesitate to contact us:";"Si té algun problema, no dubti en contactar amb nosaltres:"
"Last name";Cognom
Login:;"Iniciar Sessió:"
Miss;Senyoreta
Mr;Sr
Mrs;Sra
"My Account";"El meu compte"
"My application's users";"Els usuaris de la meva sol·licitud"
"Old Password";"Contrasenya Anterior"
"Or with your account";"O amb el vostre compte"
"Please enter your email address. We'll send you your password right now.";"Introduïu la vostra adreça de correu electrònic. T'enviarem la contrasenya ara."
"Please log in with your mobile phone";"Si us plau, accedeixi amb el seu telèfon mòbil"
"Privacy Policy";"Política De Privadesa"
"See you soon,";"Fins aviat,"
"Show me in ranking";"Mostreu-me en el rànquing"
"The old email address does not match the entered email address.";"Mostreu-me en el rànquing"
"This user can access the pages locked by the ""Locker"" feature";"Aquest usuari pot accedir a les pàgines bloquejades per la característica ""Locker"""
"This user is visible in ranking";"Aquest usuari és visible en el rànquing"
User;Usuari
"User Information";"Informació de l'usuari"
Users;Usuaris
"We are sorry but the %s account is already linked to one of our customers";"Ho sentim però el compte% s ja està vinculada a un dels nostres clients"
"You have created your account. With this account, you will be able to enjoy great offers available in our application.";"S'ha creat el seu compte. Amb aquest compte, vostè serà capaç de gaudir de grans ofertes disponibles a la nostra aplicació."
"Your account has been successfully saved";"El seu compte ha estat guardat amb èxit"
"%s ago";"fa %s"
"404, page not found";"404, Pàgina no trobada"
"APIs";"API"
"Accounts";"Comptes"
"Actions";"Accions"
"Add";"Afegir"
"Add a";"Afegir un"
"Add image";"Afegir imatge"
"Address";"Direcció"
"All items";"Tots els articles"
"An error occurred during process. Please try again later.";"S'ha produït un error durant el procés. Intenta-ho de nou més tard."
"An error occurred during the process. Please try again later.";"S'ha produït un error durant el procés. Intenta-ho de nou més tard."
"An error occurred while loading places.";"S'ha produït un error en els llocs d'embarcament."
"An error occurred while loading. Please try again later.";"S'ha produït un error en carregar. Intenta-ho de nou més tard."
"An error occurred while loading. Please, try again later.";"S'ha produït un error en carregar. Si us plau, torneu a intentar-ho més tard"
"An error occurred while saving";"S'ha produït un error en desar"
"An error occurred while saving your account. Please try again later.";"S'ha produït un error en desar la vostra compte. Intenta-ho de nou més tard."
"An error occurred while saving your picture. Please try againg later.";"S'ha produït un error en desar la imatge. Si us plau, intenti againg després."
"An error occurred while saving. Please try again later.";"S'ha produït un error en desar. Intenta-ho de nou més tard."
"An error occurred while saving. Please, try again later.";"S'ha produït un error en desar. Si us plau, torneu a intentar-ho més tard."
"An error occurred while uploading your file. Please, try again later.";"S'ha produït un error en pujar el fitxer. Si us plau, torneu a intentar-ho més tard."
"An unexpected error occurred while calculating the route.";"S'ha produït un error inesperat en calcular la ruta."
"Appearance";"Aparença"
"Application";"Aplicació"
"Application Name";"Nom de l'aplicació"
"Applications";"Aplicacions"
"Are you sure you want to delete this element?";"Segur que vols eliminar aquest element?"
"Are you sure you want to remove this account?";"Segur que vols eliminar aquest compte?"
"Authentication failed. Please check your email and/or your password";"Error d'autenticació. Si us plau revisi el seu correu electrònic i / o la contrasenya"
"Back";"Esquena"
"Background";"Fons"
"Browse";"Explorar"
"Can only be used once";"Només es pot utilitzar una vegada"
"Cancel";"Cancel·la"
"Cart";"Carro"
"Change password";"Canviar la contrasenya"
"City";"Ciutat"
"City:";"Ciutat:"
"Close";"Prop"
"Comment";"Comentari"
"Comments";"Comentaris"
"Communication";"Comunicació"
"Company";"Empresa"
"Coms";"Coms"
"Conditions";"Condicions"
"Confirm Password";"Confirmar Contrasenya"
"Confirm new password";"Confirmar nova contrasenya"
"Contact successfully added to your address book";"Poseu-vos en contacte amb agregat amb èxit a la teva llibreta d'adreces"
"Country";"País"
"Create";"Crear"
"Create a new account";"Crea un nou compte"
"Created at";"Creat el"
"Currency";"Moneda"
"Current password";"Contrasenya actual"
"Dashboard";"Quadre de comandament"
"Date of birth";"Data de naixement"
"Date of birth:";"Data de naixement:"
"Default Languages";"defecte Idiomes"
"Delete";"esborrar"
"Description";"Descripció"
"Description:";"Descripció:"
"Details";"Detalls"
"Edit";"Edita"
"Editing";"Edició"
"Email";"correu electrònic"
"Email address";"Adreça de correu electrònic"
"Email:";"Email:"
"End at";"acta Finalitza el"
"Error : <br/>";"Error: <br/>"
"Errors : <br/>";"Errors: <br/>"
"Export your customers";"Exporta els teus clients"
"Extension not allowed, '%s' only";"L'extensió no permesa, '% s' només"
"Facebook";"Facebook"
"Firstname";"Nom De Pila"
"Firstname:";"Nom De Pila:"
"Forgot your password ?";"Perdut la contrasenya?"
"Forgot your password? Don't worry! Simply enter your email address and we'll send you a new one right now.";"Perdut la contrasenya? No et preocupis! Simplement introdueixi la seva adreça de correu electrònic i li enviarem un nou un ara mateix."
"General";"General"
"Hello,";"Hola,"
"Here is your new password:";"Aquí està la teva nova contrasenya:"
"How do you want to access the backoffice if you remove the only user remaining?";"Com vol accedir al backoffice si es treu l'únic usuari que queda?"
"ID";"Identificació"
"Image not high enough, %spx minimum allowed.";"La imatge no prou alta, mínim% SPX permès."
"Image not large enough, %spx minimum allowed.";"La imatge no prou gran, mínim% SPX permès."
"Image not large enough, '%s' allowed.";"La imatge no prou gran, '% s' permès."
"Image too high, %spx maximum allowed.";"Imatge massa alta, màxima% SPX permès."
"Image too large, %spx maximum allowed.";"Imatge massa gran, màxim% SPX permès."
"Image too large, '%s' allowed.";"Imatge massa gran, '% s' permès."
"In order to fully enjoy our features, we encourage you to use at least:.<br />";"Per tal de gaudir plenament de les nostres característiques, us recomanem que utilitzeu almenys:. <br />"
"In order to publish your application, we need:<br />- ";"Per tal de publicar l'aplicació, necessitem: <br /> -"
"Incorrect filetype.";"Filetype incorrecta"
"Info successfully saved";"Info guardat correctament"
"Information";"Informació"
"Infos successfully saved";"Infos guardat correctament"
"Insert a <br /><span class=""bold"">cover image</span>";"Inseriu un <br /> <span class = ""bold""> imatge de portada </ span>"
"Invalid place";"Lloc no vàlid"
"Invoices";"Factures"
"Last Name";"Cognom"
"Lastname";"Cognom"
"Lastname:";"Cognom:"
"Like";"gusta"
"Likes";"gustos"
"Link";"enllaç"
"Load More";"carregar més"
"Locate";"Localitzar"
"Location:";"Ubicació:"
"Log in";"Inicia sessió"
"Log-in";"Inicia sessió"
"Log-out";"Fi de sessió"
"Logged in as";"Connectat com"
"MM,d yy";"MM, d ii"
"MM/dd/y";"MM / dd / any"
"MM/dd/y 'at' hh:mm a";"MM / dd / aa 'a' hh: mm 1"
"MM/dd/y hh:mm a";"Dd / mm / hh: mm I un"
"MM/dd/yy";"MM / dd / aa"
"MM/dd/yyyy";"MM / dd / aaaa"
"MMMM dd y";"MMMM dd i"
"Main category";"Categoria principal"
"Make this image colorizable";"Feu aquesta colorizable"
"Manage";"Gestionar"
"Map";"Mapa"
"Maps";"Mapes"
