"Edit my";"Upravit "
"Edit the application ""%s""";"Upravit aplikaci ""%s"""
Editor;Editor
Education;Vzdělání
Entertainment;Zábava
"Extension not allowed, '%s' only";"Rozšíření není povoleno, pouze '%s'"
Features;Funkce
Finance;Finance
"Food & Drink";"Jídlo a pití"
"Fred W.";"Marek S."
Games;Hry
"General Information";"Všeobecné informace"
"General information";"Všeobecné informace"
"Global visits";"Počet návštěv"
"Google Play Icon";"Ikona pro Google Play"
"Google's Information";"Informace o společnosti Google"
"Health & Fitness";"Zdraví a fitness"
"Here is our latest creation. What do you think?";"Tady je náš poslední výtvor… Co si myslíte?"
"Homepage preview";"Náhled na Hlavní stránku"
"I don't have a Google developer account and I want to create one";"Nemám vývojářský účet Google, ale chci si ho vytvořit. Pod odkazem níže si můžete účet založit (cena - 25 EUR)"
"I don't have an Apple developer account and I want to create one";"Nemám vývojářský účet Apple, ale chci si ho vytvořit. Pod odkazem níže si můžete účet založit (cena - 99 dolarů za rok!)"
"I have an Apple developer account";"Mám vývojářský účet Apple. Vypublikujte mi aplikaci pod tímto účtem"
"I have an Google developer account";"Mám vývojářský účet Google. Vypublikujte mi aplikaci pod tímto účtem"
"I let you publish my application under your Apple developer account";"VYPUBLIKUJTE MI PROSÍM MOJI APLIKACI POD VAŠÍM VÝVOJÁŘSKÝM ÚČTEM"
"I let you publish my application under your Google developer account";"VYPUBLIKUJTE MI PROSÍM MOJI APLIKACI POD VAŠÍM VÝVOJÁŘSKÝM ÚČTEM"
Icons;Ikony
Id;ID
"If you validate, your app's colors and background image will be replaced";"POZOR!!! Pokud změnu vzoru schválíte, budou Vaše DŘÍVE VYBRANÉ BARVY A STYL MENU ZMĚNĚNY!!!"
"Installed application";"Nainstalovaná aplikace"
"Key Password";"Key Password"
Keywords;"Klíčová slova"
"Last name:";Příjmení:
"Library icons";"Ikony knihovny"
Lifestyle;"Životní styl"
"List of my applications";"Seznam aplikací"
"List of your applications";"Seznam aplikací"
Loading;Nahrávám
"Lock the entire application";"Zamknout celou aplikaci"
"Love it <3";"Nádhera!!! :-)"
Main;Hlavní
"Manage icons";"Správce ikon"
Media;Media
Medical;Zdravotnictví
"Missing Information";"Chybějící informace"
"Mobile Source Codes";"Mobilní Zdrojové kódy"
"Mobile source codes";"Mobilní Zdrojové kódy"
"Mobile website information";"Informace o mobilním webu"
"My QRCode";"Můj QR kód"
"My application in figures";"Vaše aplikace v číslech"
Navigation;Navigace
News;Zprávy
"One free coffee";"Jedna káva zdarma"
"Or go on your store<br />and look for ""Apps Company Previewer""";"Nebo otevřete Váš obchod s aplikacemi (iTunes store, Google Play)<br />a vyhledejte ""Apps Company Previewer"""
"Page name:";"Název stránky:"
"Percentage of returning customers";"Procento vracejících se zákazníků"
"Photo & Video";"Foto a Video"
"Please enter a correct URL for the %s store";"Prosím, zadejte správné URL pro %s obchod"
"Please enter a subdomain.";"Prosím, zadejte subdoménu."
"Please enter a valid URL";"Zadejte prosím platnou URL"
"Please enter a valid address";"Zadejte prosím platnou adresu"
"Please enter a valid mobile website address.";"Zadejte prosím platnou adresu."
Preview;Náhled
Productivity;Produktivita
Promote;Marketing
Publication;Vypublikovat
"Publish the application";"Vypublikovat aplikaci"
"Publish under our account";"Vypublikovat pod naším účtem"
"Ready ? Publish my app!";"HOTOVO - VYPUBLIKOVAT!"
"Recommanded size:";"Doporučená velikost:"
Reference;Reference
"Remove this page from this folder?";"Odstranit tuto stránku z této složky?"
"Scan this QR Code";"Naskenujte QR kód"
"Scan this QR Code:";"Naskenujte QR kód"
"Secondary category";"Sekundární kategorie"
"Secondary category<br />(Optional)";"Sekundární kategorie<br/>(volitelné)"
"Send here your iOS certificate to enable the push notifications for this application.";"Zde vložte certifikát iOS k povolení Push oznámení pro tuto aplikaci."
"Send you .pem certificate";"Zaslat .pem certifikát"
"Show the applications waiting for publication only.";"Zobrazit pouze aplikace čekající na schválení"
"Social Networking";"Sociální sítě"
Sports;Sport
"Startup image";"Úvodní obrázek (Splashscreen)"
Status;Status
"Store Password";"Store Password"
"Store URL";"Store URL"
"Stores Info";"Stores Info"
"The Bundle Id is required";"Je požadován Bundle Id"
"The QR Code is not available at this moment";"QR kód není v tuto chvíli k dispozici"
"The application has been successfully saved";"Aplikace byla úspěšně uložena"
"The application name";"Název aplikace"
"The application's name cannot start with a number";"Název aplikace se nesmí začínat číslem"
"The description";"Popis aplikace"
"The description must be at least 200 characters";"Popis musí být alespoň 200 znaků"
"The desktop icon";"Ikona aplikace"
"The entered bundle id is incorrect, it should be like: com.siberiancms.app";"Zadaný bundle_ID není správný, měl by mít formát podobný tomuto: cz.apptime.app"
"The field is required";"Povinné pole"
"The file has been successfully uploaded";"Soubor byl úspěšně nahrán"
"The following information are needed to download the source codes:<br />";"Následující informace jsou potřebné ke stažení zdrojových kódů: <br/>"
"The homepage image";"Obrázek na Hlavní stránku"
"The key cannot be empty.";"Klíč nemůže zůstat prázdný."
"The key is already used by another application.";"Klíč je již používán jinou aplikací."
"The keywords";"Klíčová slova"
"The main category";"Hlavní kategorie"
"The startup image";"Úvodní obrázek (Splashscreen)"
"This application does not exist";"Tato aplikace neexistuje"
"This application is visible on the front";"Tato aplikace je vidět v administraci"
"This key is already used by system features.";"Tento klíč je jíž používán systémovými funkcemi"
"This option enables you to set the currency used in your app";"Tato volba umožňuje nastavit měnu používanou ve Vaší aplikaci"
"This page will be displayed to mobile users to enable them to login and manage their account. It is automatically added when you use features which need user login.";"Tato stránka se zobrazí uživatelům, aby se mohli přihlásit a spravovat svůj účet. Tato stránka je automaticky přidaná při použití určitých funkcí, které vyžadují přihlášení uživatele."
"To be able to download source codes, please provide the following information:<br />";"Aby bylo možné stáhnout zdrojové kódy, uveďte prosím následující údaje: <br/>"
Travel;Cestování
URL;URL
"URL Key";"URL Key"
"Use into all of your application's pages";"Použít pro všechny stránky aplikace - (pozor aby byl poté čitelný text!)"
"Used points";"Použité body"
"User Information";"Informace o uživateli"
Utilities;Doplňky
Version;Verze
Weather;Počasí
"You already have sent a certificate.";"Certifikát jste již odeslali"
"You can download your QRCode by <a class=""f-bold"" href=""%s"">clicking here</a>";"Svůj QR kód si můžete stáhnout<a class=""f-bold"" href=""%s""> kliknutím ZDE</a>"
"You can't use this domain.";"Tato doména nelze použít"
"You don't have any applications yet";"Zatím nemáte žádné aplikace"
"You have already sent a certificate";"Certifikát jste již odeslali"
"You have sent a certificate.";"Odeslali jste certifikát"
"You have to create a Google account before publishing your application. <a href=""https://play.google.com/apps/publish/signup"" target=""_blank"">Click here to create one.</a>";"Před publikováním aplikace si musíte vytvořit Google developerský účet. <a href=""https://play.google.com/apps/publish/signup"" target=""_blank"">Pro vytvoření klikněte zde</a>"
"You have to create an Apple account before publishing your application. <a href=""https://developer.apple.com/register/index.action"" target=""_blank"">Click here to create one.</a>";"Před publikováním aplikace si musíte vytvořit Apple developerský účet. <a href=""https://developer.apple.com/register/index.action"" target=""_blank"">Pro vytvoření klikněte zde</a>"
"You haven't chosen any template yet";"Nevybrali jste žádný vzor"
"You may not delete a library icon";"Neměli byste mazat ikonu knihovny"
"You must have published your application to access this feature";"Pro přístup k této funkci musí být Vaše aplikace zverějněná v obchodu a aplikacemi (Google Play, iTunes store)"
"Your CNAME is properly set";"Váš CNAME je správně nastaven"
"Your best customers";"Vaši nejlepší zákazníci"
"Your customers in figures";"Vaši uživatelé v číslech"
"Your domain key ""%s"" is not valid.";"Váš domain key ""%s"" není platný"
"Your mobile address should not contain special characters";"Vaše mobilní adresa nesmí obsahovat speciální znaky"
"Your pages";"Vaše vybrané stránky (moduly)"
"iOS Certificate";"iOS Certifikát"
"iPad Retina:";"iPad Retina:"
"iPhone 5 / 5S:";"iPhone 5 / 5S:"
"iPhone 6 Plus:";"iPhone 6 Plus:"
"iPhone 6:";"iPhone 6:"
"iPhone Version";"iPhone verze"
icon;ikona
logo;logo
times;krát
"﻿1. Download the app previewer:";"1. Stáhněte si testovací prohlížeč:"
"%d Unread Message";"%d Nepřečtená zpráva"
"%d Unread Messages";"%d Nepřečtené zprávy"
"Account";"Účet"
"Change the password";"Změnit heslo"
"Click to mark as not read";"Kliknutím označte jako nepřečtené"
"Click to mark as read";"Kliknutím označte jako přečtené"
"Create a user";"Vytvořit uživatele"
"Edit the account ""%s""";"Upravit účet ""%s"""
"Edit the user";"Upravit uživatele"
"Enter your credentials:";"Zadejte své přihlašovací údaje:"
"List of backoffice accounts";"Seznam účtů pro backoffice"
"List of the messages";"Seznam zpráv"
"Login to your backoffice interface";"Přihlaste se do svého backoffice rozhraní"
"People who are allowed to access the backoffice";"Lidé, kteří mají povolen přístup do backoffice"
"Siberian CMS";"Siberian CMS"
"This account can't be deleted, it's the only one";"Tento účet nemůže být smazán"
"User successfully deleted";"Uživatel úspěšně smazán"
"View Details";"Zobrazit podrobnosti"
"Your new password";"Vaše nové heslo"
"Your password";"Vaše heslo"
"﻿%d Unread Message";"%d Nepřečtená zpráva"
"Booking details";"Rezervační údaje"
"Booking details:";"Rezervační údaje:"
"Booking subject:";"Předmět rezervace:"
Comment:;Komentář:
"Date and time";"Datum a čas"
"Date and time:";"Datum a čas:"
"Email address:";"E-mailová adresa:"
"Enter the location name and contact email:";"Zadejte název provozovny a kontaktní e-mail"
"First name / Last name";"Jméno, Příjmení"
"Here are his personal information:";"Osobní údaje:"
Name:;Jméno:
"Nom du lieu :";"Název provozovny"
"People number:";"Počet osob"
"Phone number:";"Telefonní číslo:"
"Please fill out the following fields: ";"Vyplňte prosím následující položky:"
"Please fill out the following fields:<br />";"Vyplňte prosím následující položky:<br/>"
"Please, choose a store";"Prosím, vyberte si obchod"
"Thank you for your request. We'll answer you as soon as possible.";"Děkujeme za Vaši žádost. Budeme Vás kontaktovat co nejdříve."
"The booking information";"Informace o rezervaci"
"The booking informations";"Informace o rezervaci"
"The date and time of the booking";"Datum a čas rezervace"
"The number of people";"Počet osob"
"You have received a message for the booking of";"Obdrželi jste zprávu pro rezervaci od "
"Your phone number or email address";"Vaše telefonní číslo nebo e-mail"
"﻿Booking details";"Rezervační údaje"
"%s - All";"%s - Vše"
"Add a category";"Přidat kategorii"
"Add a format";Přidat
All;Vše
"An error occurred while loading your product.";"Při načítání produktu došlo k chybě."
"An error occurred while saving the category. Please try again later.";"Při ukládání kategorie došlo k chybě. Zkuste to prosím později."
"An error occurred while saving the product. Please try again later.";"Při ukládání produktu došlo k chybě. Zkuste to prosím později."
"An error occurred while saving the set meal. Please try again later.";"Při ukládání Menu došlo k chybě. Zkuste to prosím později."
"An error occurred while saving. One of your categories could not be identified.";"Při ukládání došlo k chybě. Jedena z vašich kategorií nešla identifikovat."
"An error occurred while saving. One of your products could not be identified.";"Při ukládání došlo k chybě. Jeden z vašich produktů nebylo možné identifikovat."
"Are you sure you want to delete this product?";"Určitě chcete smazat tento produkt?"
Category;Kategorie
"Choose a category";"Vyberte kategorii"
"Choose a subcategory";"Vyberte podkategorii"
"Click on a category to display sub-categories";"Kliknutím na kategorii zobrazíte podkategorie"
"Create a new product";"Vytvořit nový produkt"
"Does this product have many formats?";"Má tento výrobek má více formátů?"
"Edit the";Upravit
"Edit the product";"Upravit produkt"
Format;Formát
Picture;Obrázek
Price;Cena
Product;Produkt
"Product formats";"Specifikace produktů"
"Product name";"Název produktu"
Rules;Pravidla
"Set meal successfully deleted.";"Menu úspěšně odstraněno"
"Set meal successfully saved.";"Menu úspěšně uloženo"
Sub-category;podkategorie
st;.
sub-category;podkategorie
"﻿%s - All";"%s - Vše"
".mp4 or .3gp format";".mp4 nebo .3gp formát"
"Add ";Přidat
"Add sections:";"Přidat sekci:"
Address:;Adresa:
Alignment:;Zarovnání:
"An error occurred while saving your page.";"Při ukládání se vyskytla chyba"
"Are you sure you want to delete this page?";"Určitě chcete smazat tuto stránku?"
"Display address";"Zobrazit adresu"
"Display location button";"Zobrazit tlačítko pro mapu"
Label;Název
Label:;Název:
Large;Velký
"Loading picture:";"Nahrát obrázek:"
"Make a search or enter the Youtube Url:";"Vyhledejte nebo zadejte Youtube adresu:"
Medium;Střední
"My Youtube video:";"Moje YouTube Videa"
"My video";"Moje videa"
"No videos matching your selection";"Žádné video nesouhlasí s Vaším výběrem"
"Page successfully deleted";"Stránka byla úspěšně smazána"
"Page successfully saved";"Stránka byla úspěšně uložena"
"Podcast URL:";"Podcast URL:"
"Select a button type:";"Vyberte typ tlačítka"
"Select a video type:";"Vyberte typ videa"
Small;Malý
"Video URL:";"Video URL:"
"Your Podcast:";"Váš Podcast:"
"﻿.mp4 or .3gp format";".mp4 nebo .3gp formát"
"'Near me' radius (in km):";"Okruh ""V okolí"" (v Km)"
"An error occurred while deleting this answer. Please try again later.";"Při mazání odpovědi došlo k chybě. Zkuste to prosím později."
"Create a news:";"Vytvořte zprávu:"
"Hide this info";"Skrýt tuto informaci"
"Information successfully deleted";"Informace byla úspěšně smazána"
"Information successfully hidden";"Informace byla úspěšně skryta"
"Information successfully saved";"Informace byla úspěšně uložena"
"Information successfully shown";"Informace byla úspěšně zobrazena"
"Insert a";Vložit
"It will be visible only after validation by our team.";"Toto bude viditelné až po našem schválení"
"My customers answers";"Odpovědi uživatelů"
"My customers' comments";"Uživatelské komentáře"
"Near me";"V okolí"
"Near me settings";"Nastavení ""V okolí"""
Post;Příspěvek
"Publishing date";Publikováno
Radius;Okruh
"Radius must be a valid numeric value.";"Okruh musí  být číslo"
"Radius must be provided.";"Okruh musí  být k dispozici"
Recent;Aktuální
"Show this info";"Zobrazit tuto informaci"
"There is no comment for this news";"Zpráva je zatím bez komentářů"
"Was flagged as inappropriate";"Bylo označeno jako nevhodné"
"You can't like more than once the same news";"Nelze přidat další Like pro stejnou zprávu"
"You need to be connected to create a post";"Musíte být připojeni k vytvoření příspěvku"
"Your flag has successfully been notified";"Vaše označení bylo úspěšně uloženo"
"Your like has been successfully added";"Váš Like byl přidán"
"Your message has been successfully saved.";"Vaše zpráva byla úspěšně uložena."
"Your post was successfully added";"Váš příspěvek byl úspěšně uložen"
"﻿An error occurred while deleting this answer. Please try again later.";"Při mazání odpovědi došlo k chybě. Zkuste to prosím později."
"An error occurred while saving your contact informations.";"Při ukládání kontaktních informací došlo k chybě."
"An error occurred while sending your request. Please try again later.";"Při odesílání Vaší zprávy došlo k chybě. Zkuste to prosím později."
"And his phone number:";"Telefonní číslo:"
"Are you sure you want to remove the picture?";"Opravdu chcete odstranit obrázek?"
City;Město
"Contact information";"Kontaktní informace"
"Here is his email:";"Kontaktní email:"
"Here is his message:";"Zde je zpráva/dotaz:"
"Please enter properly the following fields: <br />";"Vyplňte prosím následující údaje: <br />"
Twitter;Twitter
Website;"Webová stránka"
"You have received a message from a contact:";"Obdželi jste zprávu od:"
"Your email";"Váš e-mail"
"Your message has been sent";"Vaše zpráva byla odeslána"
"Your request";Zpráva
"Zip code";PSČ
"﻿An error occurred while saving your contact informations.";"Při ukládání kontaktních informací došlo k chybě."
"%s - Account creation";"%s - Vytvoření účtu"
"%s - Your new password";"%s - Vaše nové heslo"
"A request to reset your password has been made.";"Žádost o resetování hesla byla provedena."
"An error occurred while connecting to your Facebook account. Please try again later";"Při připojování k Vašemu účtu na Facebooku došlo k chybě. Zkuste to prosím později"
"Are you sure you want to remove this user?";"Jste si jisti, že chcete odstranit tohoto uživatele?"
"Change Password";"Změnit heslo"
Congratulations,;Gratulujeme,
Create;vytvořit
"Create a new user";"Vytvoření nového uživatele"
"Create an account";"Vytvořit účet"
Customer;Zákazník
Customers;Zákazníci
Disconnect;Odhlásit
"Edit the user %s";"Upravit uživatele %s"
"First name";"Křestní jméno"
"Forgot your password?";"Zapomněli jste heslo?"
Gender;Oslovení
"Here are your credentials:";"Zde jsou Vaše přihlašovací údaje<br/>"
"I accept the <u>privacy policy</u>";"Přijímám podmínky <u>Ochrany osobních údajů</u>"
"If you encounter any problems, do not hesitate to contact us:";"Pokud narazíte na nějaké problémy, neváhejte nás kontaktovat:"
"Last name";Příjmení
Login:;"Přihlašovací email:"
Miss;Slečna
Mr;Pan
Mrs;Paní
"My Account";"Můj účet"
"My application's users";"Uživatelé mojí aplikace"
"Old Password";"Staré heslo"
"Or with your account";"Nebo pomocí Vašeho účtu"
"Please enter your email address. We'll send you your password right now.";"Prosím, zadejte svou e-mailovou adresu. Zašleme Vám nové heslo"
"Please log in with your mobile phone";"Prosím, přihlaste se pomocí svého mobilního telefonu"
"Privacy Policy";"Ochrana osobních údajů"
"See you soon,";"S pozdravem,"
"Show me in ranking";"Ukázat v žebříčku"
"The old email address does not match the entered email address.";"Původní e-mailová adresa neodpovídá zadané e-mailové adrese"
"This user can access the pages locked by the ""Locker"" feature";"Tento uživatel má přístup na stránky zamčené pomocí funkce ""Zámek"""
"This user is visible in ranking";"Tento uživatel je viditelný v žebříčku"
User;Uživatel
"User Information";"Informace o uživateli"
Users;Uživatelé
"We are sorry but the %s account is already linked to one of our customers";"Je nám líto, ale %s účet je již spojen s jedním z našich zákazníků"
"You have created your account. With this account, you will be able to enjoy great offers available in our application.";"Váš účet byl úspěšne vytvořen. S tímto účtem můžete začít využívat spoustu užitečných nabídek a funkcí v aplikaci"
"Your account has been successfully saved";"Váš účet byl úspěšně uložen"
"﻿%s - Account creation";"%s - Vytvoření účtu"
"404, page not found";"404, stránka nebyla nalezena"
APIs;API
Accounts;Účty
Actions;Akce
Add;Přidat
"Add a";Přidat
"Add image";"Přidat obrázek"
Address;Adresa
"All items";"Všechny položky"
"An error occurred during process. Please try again later.";"Došlo k chybě. Zkuste to prosím později."
"An error occurred during the process. Please try again later.";"Došlo k chybě. Zkuste to prosím později."
"An error occurred while loading places.";"Při načítání míst došlo k chybě"
"An error occurred while loading. Please try again later.";"Při načítání došlo k chybě. Zkuste to prosím později."
"An error occurred while loading. Please, try again later.";"Při načítání došlo k chybě. Zkuste to prosím později."
"An error occurred while saving";"Při ukládání došlo k chybě"
"An error occurred while saving your account. Please try again later.";"Při ukládání vašeho účtu došlo k chybě. Zkuste to prosím později."
"An error occurred while saving your picture. Please try againg later.";"Při ukládání obrázku došlo k chybě. Prosím, zkuste to prosím později."
"An error occurred while saving. Please try again later.";"Při ukládání došlo k chybě. Zkuste to prosím později."
"An error occurred while saving. Please, try again later.";"Při ukládání došlo k chybě. Zkuste to prosím později."
"An error occurred while uploading your file. Please, try again later.";"Při nahrávání souboru došlo k chybě. Zkuste to prosím později"
"An unexpected error occurred while calculating the route.";"Při vypočítávání cesty došlo k chybě"
Appearance;Vzhled
Application;Aplikace
"Application Name";"Název aplikace"
Applications;Aplikace
"Are you sure you want to delete this element?";"Jste si jisti, že chcete smazat tento prvek?"
"Are you sure you want to remove this account?";"Jste si jisti, že chcete odstranit tento účet?"
"Authentication failed. Please check your email and/or your password";"Ověření se nezdařilo. Zkontrolujte prosím svůj e-mail a/nebo heslo"
Back;Zpět
Background;Pozadí
Browse;Prohlížet
"Can only be used once";"Lze použít pouze jednou"
Cancel;Zrušit
Cart;Košík
"Change password";"Změnit heslo"
City;Město
City:;Město:
Close;Zavřít
Comment;Komentář
Comments;Komentáře
Communication;Komunikace
Company;Společnost
Coms;?Coms?
Conditions;Podmínky
"Confirm Password";"Potvrzení hesla"
"Confirm new password";"Potvrdit heslo"
"Contact successfully added to your address book";"Kontakt přidán do seznamu"
Country;Země
Create;Vytvořit
"Create a new account";"Vytvořit nový účet"
"Created at";Vytvořeno
Currency;Měna
"Current password";"Současné heslo"
Dashboard;Aplikace
"Date of birth";"Datum narození"
"Date of birth:";"Datum narození:"
"Default Languages";"Výchozí jazyky"
Delete;Smazat
Description;Popis
Description:;Popis:
Details;Podrobnosti
Edit;Upravit
Editing;Úpravy
Email;E-mail
"Email address";"E-mailová adresa"
Email:;E-mail:
"End at";"Platnost do"
"Error : <br/>";"Chyba: <br/>"
"Errors : <br/>";"Chyby: <br/>"
"Export your customers";"Exportujte své zákazníky"
"Extension not allowed, '%s' only";"Rozšíření není povoleno, pouze '%s'"
Facebook;Facebook
Firstname;Jméno
Firstname:;Jméno:
"Forgot your password ?";"Zapomněli jste heslo?"
"Forgot your password? Don't worry! Simply enter your email address and we'll send you a new one right now.";"Zapomněli jste heslo? Nebojte se! Jednoduše zadejte svou e-mailovou adresu a my Vám obratem zašleme nové!"
General;Obecné
Hello,;"Dobrý den,"
"Here is your new password:";"Zde je vaše nové heslo:"
"How do you want to access the backoffice if you remove the only user remaining?";"Jak chcete přistupovat do backoffice, pokud odeberete posledního uživatele??"
ID;ID
"Image not high enough, %spx minimum allowed.";"Obrázek není dostatečně vysoký, musí mít minimálně %spx"
"Image not large enough, %spx minimum allowed.";"Obrázek není dostatečně široký, musí mít minimálně %spx"
"Image not large enough, '%s' allowed.";"Obrázek není dostatečně velký, '%s' povolen."
"Image too high, %spx maximum allowed.";"Obrázek je příliš vysoký, může mít maximálně %spx"
"Image too large, %spx maximum allowed.";"Obrázek je přílišširoký, může mít maximálně %spx"
"Image too large, '%s' allowed.";"Obrázek je příliš velký, '%s' povolen."
"In order to fully enjoy our features, we encourage you to use at least:.<br />";"Aby bylo možné plně využívat všechny funkce, doporučujeme použít alespoň: <br />"
"In order to publish your application, we need:<br />- ";"Aby bylo možné publikovat Vaši aplikaci, potřebujeme:<br />-"
"Incorrect filetype.";"Nesprávný typ souboru"
"Info successfully saved";"Informace úspěšně uložena"
Information;Informace
"Infos successfully saved";"Informace úspěšně uloženy"
