"Please enter a value less than or equal to {0}.";"Zadejte prosím hodnotu menší nebo rovno {0}."
"Please enter at least {0} characters.";"Zadejte prosím nejméně {0} znaků"
"Please enter no more than {0} characters.";"Nesmí být delší než {0} znaků"
"Please enter only digits.";"Zadejte prosím pouze čísla"
"Please enter the same value again.";"Zadejte prosím znovu stejnou hodnotu"
"Please enter your email address";"Prosím, zadejte svou e-mailovou adresu"
"Please fill in the following fields:";"Prosim vyplnte nasledujici udaje:"
"Please fix this field.";"Opravte prosím toto pole"
"Please log in.";"Přihlašte se prosím"
"Please, enter a correct email address.";"Prosím, zadejte správnou e-mailovou adresu."
"Please, enter a password.";"Prosím, zadejte heslo."
"Please, enter a valid date";"Prosím, zadejte platné datum"
Podcast;Podcast
"Podcast URL (iTunes format)";"Podcast URL (ve formátu iTunes)"
"Podcast type is invalid or can't be found";"Podcast typ je neplatný nebo ho nelze nalézt"
Postcode;PSČ
Postcode:;PSČ
Push;Push
"Required fields";"Povinné položky"
"Resize your picture";"Změnit velikost obrázku"
"Resize your picture:";"Změnit velikost obrázku:"
SEND;ODESLAT
Save;Uložit
Search;Vyhledat
"Select a country";"Vyberte zemi"
"Select all";"Vybrat vše"
Send;ODESLAT
"Send your pictures";"Vložte fotografie"
Settings;Nastavení
Size:;Velikost:
Street;Ulice
Street:;Ulice:
Subscriptions;Předplatné
Support;Podpora
"Support Link";"Odkaz na podporu"
Tax;Daň
Taxes;Daně
Text;Text
"The account has been successfully saved";"Účet byl úspěšně uložen"
"The address you're looking for does not exists.";"Adresa, kterou hledáte, neexistuje"
"The email is required";"Emailová ardesa je vyžadována"
"The file '%s' does not exist";"Soubor '%s' neexistuje"
"The image '%s' does not exist";"Obrázek '%s' neexistuje"
"The image size '%s' could not be detected.";"Nepodařilo zjistit velikost obrázku '%s'"
"The old password does not match the entered password.";"Staré heslo neodpovídá zadanému heslu"
"The password is required";"Je vyžadováno heslo"
"The password must be at least 6 characters";"Heslo musí mít nejméně 6 znaků"
"The payment has been cancelled, something wrong happened? Feel free to contact us.";"Platba byla zrušena, něco se stalo? V případě potřeby nás kontaktujte"
"This administrator does not exist";"Tento správce neexistuje"
"This email address is already used";"Tato e-mailová adresa je již používána"
"This field is required";"Toto pole je povinné"
"This field is required.";"Toto pole je povinné!"
"This section is unlocked for mobile users only";"Tato sekce je přístupná pouze pro mobilní uživatele"
Timezone;"Časové pásmo"
Title;název
Title:;Název:
Total;Celkem
"Unable to add the contact to your address book";"Nelze vložit kontakt do adresáře"
"Unable to calculate the route.";"Trasa nelze naplánovat"
"Unable to save image";"Obrázek nelze uložit"
"Unrecognized image format";"Neznámý formát obrázku"
"Updated at";Aktualizováno
"Use this coupon";"Použijte tento kupón"
User;Uživatel
"User successfully saved";"Uživatel úspěšně uložen"
Username;"Uživatelské jméno"
Users;Uživatelé
"VAT Number";DIČ
Validate;Potvrdit
"Version %s";"Verze %s"
View;Náhled
"We are sorry but this address is already used.";"Omlouváme se, ale tato adresa je již používána"
"We are sorry but this email address already exists.";"Je nám líto, ale tato e-mailová adresa již existuje."
"We are sorry but this feature is not available yet";"Omlouváme se, ale tato funkce není zatím k dispozici"
Website;"Webová stránka"
Yes;Ano
"You already have this user in your contact";"Tento uživatel je již ve Vašich kontaktech"
"You are gone offline";"Právě jste offline"
"You can upload a pem certificate only.";"Můžete nahrát pouze certifikát pem"
"You can upload a zip archive only.";"Můžete nahrát pouze ZIP archiv."
"You can upload an icon only (.ico and .png).";"Můžete nahrát pouze ikonu (ICO a PNG)."
"You can upload an image only (.jpg, .jpeg, .gif and .png).";"Můžete nahrát pouze obrázek (JPG, JPEG, GIF a PNG)."
"You can't upload more than one file at a time.";"Nemůžete nahrát více než jeden soubor najednou."
"You must be logged in to post a comment";"Pro psaní komentářů musíte být přihlášení"
"You must give the permission to the app to add a contact to your address book";"Přidání kontaktu do adresáře musíte povolit v aplikaci"
"You must share your location to access this page.";"Pro přístup na tuto stránku musíte sdílet Vaši pozici"
"Your browser is too old to view the content of our website.<br />";"Váš prohlížeč je příliš starý pro zobrazení obsahu našich stránek.<br />"
"Your comment";"Váš komentář"
"Your email address";"Vaše e-mailová adresa"
"Your email address does not exist";"Vaše e-mailová adresa neexistuje"
"Your name";"Vaše jméno"
"Your new password has been sent to the entered email address";"Vaše nové heslo bylo odesláno na zadanou e-mailovou adresu"
"Your password does not match the entered password.";"Vaše heslo neodpovídá vloženému heslu"
Youtube;Youtube
close;Zavřít
day;den
days;dny
en;cz
hour;hodina
hours;hodiny
loading;nahrávám
minute;minuta
minutes;minuty
picture;obrázek
second;druhý
seconds;sekundy
title;název
titles;názvy
"to add a subfolder.";"přidat podsložky."
"﻿404, page not found";"404, stránka nebyla nalezena"
